Tournament,Match ID,Player ID,Player,Number,Nation,Pos,Age,Min,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
UEFA Europa Conference League,d067b69c,a82da018,Albin Kapra,21.0,xk KVX,LB,22-128,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,d067b69c,3f33834e,Ermal Krasniqi,17.0,xk KVX,FW,24-036,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,d067b69c,f43e691e,Lucas,99.0,br BRA,FW,28-189,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,7176452e,Qendrim Zyba,11.0,xk KVX,CM,21-252,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
UEFA Europa Conference League,d067b69c,6e2722fb,Edvin Kuč,20.0,me MNE,CM,28-351,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,5c1218f5,Lindon Emërllahu,6.0,xk KVX,CM,19-310,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
UEFA Europa Conference League,d067b69c,db6d703c,Meriton Korenica,7.0,xk KVX,CM,25-302,87.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0
UEFA Europa Conference League,d067b69c,d011961f,Dejan Zarubica,8.0,me MNE,CM,29-185,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,76dd99b0,Arbër Potoku,3.0,xk KVX,LB,28-177,87.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0
UEFA Europa Conference League,d067b69c,3e761827,Albin Berisha,80.0,xk KVX,FW,21-272,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,96d08b74,Astrit Thaçi,4.0,xk KVX,CB,29-176,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0
UEFA Europa Conference League,d067b69c,810486a5,Bajram Jashanica,32.0,xk KVX,CB,32-018,90.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,2.0,5.0,6.0,0.0
UEFA Europa Conference League,d067b69c,7e14b8a0,Lumbardh Dellova,5.0,xk KVX,CB,23-285,90.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,5.0,6.0,3.0,0.0
UEFA Europa Conference League,d067b69c,2.4777E+043,Armend Thaqi,2.0,xk KVX,RB,30-003,90.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0
UEFA Europa Conference League,d067b69c,e42b28c2,Stivi Frashëri,77.0,al ALB,GK,32-045,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,398dc4f4,Mustapha Yatabaré,9.0,ml MLI,FW,36-260,66.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,d067b69c,d75479ab,Karol Angielski,19.0,pl POL,FW,26-207,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,d067b69c,5136940a,Erdoğan Yeşilyurt,17.0,tr TUR,LW,28-341,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,d067b69c,c5a500ca,Max Gradel,7.0,ci CIV,RW,34-317,90.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0
UEFA Europa Conference League,d067b69c,576c084f,Dia Saba,11.0,il ISR,AM,29-329,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,d067b69c,829ae874,Robin Yalçın,8.0,de GER,DM,28-261,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,d067b69c,b0644957,Charis Charisis,15.0,gr GRE,DM,27-274,54.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
UEFA Europa Conference League,d067b69c,2429a3ec,Hakan Arslan,37.0,tr TUR,DM,34-087,36.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0
UEFA Europa Conference League,d067b69c,e111bf12,Uğur Çiftçi,3.0,tr TUR,LB,30-162,90.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,d067b69c,35c54115,Caner Osmanpaşa,88.0,tr TUR,CB,34-271,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,3.0,4.0,5.0,0.0
UEFA Europa Conference League,d067b69c,56f5e78f,Dimitris Goutas,6.0,gr GRE,CB,28-192,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
UEFA Europa Conference League,d067b69c,3a7e7259,Aaron Appindangoyé,4.0,ga GAB,CB,30-235,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
UEFA Europa Conference League,d067b69c,2f5b4f08,Murat Paluli,2.0,tr TUR,RB,28-065,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,d067b69c,77f278a0,Clinton N'Jie,10.0,cm CMR,RB,29-059,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,d067b69c,cead8fc6,Ali Şaşal Vural,35.0,tr TUR,GK,32-095,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UEFA Europa Conference League,07f6cb03,9ccdd241,Renan,10.0,br BRA,FW,25-158,90.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,8a810ffa,Mathias Kehinde,99.0,eng ENG,FW,23-253,81.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,0d9c5e21,Donatas Kazlauskas,9.0,lt LTU,FW,28-196,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,a874186a,Fabien Ourega,92.0,fr FRA,LM,28-026,89.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,7b5b12b8,Gustas Jarusevičius,96.0,lt LTU,LM,19-143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,7cc49159,Oliver Buff,23.0,ch SUI,CM,30-071,90.0,6.0,2.0,5.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,3958ea7f,Nicolás Gorobsov,5.0,ar ARG,CM,32-322,90.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0
UEFA Europa Conference League,07f6cb03,3b53aab6,Francis Kyeremeh,77.0,gh GHA,RM,25-113,81.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,8463a896,Marko Miličković,33.0,me MNE,RM,24-196,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,71f4acde,Joël Bopesu,7.0,fr FRA,LB,27-261,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,52efdf0e,Nemanja Ljubisavljević,26.0,rs SRB,CB,25-321,90.0,5.0,2.0,5.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,2.0,7.0,5.0,0.0
UEFA Europa Conference League,07f6cb03,2d26a704,Mario Pavelic,3.0,at AUT,CB,29-024,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,1.0,2.0,5.0,0.0
UEFA Europa Conference League,07f6cb03,191fb5da,Petar Mamić,12.0,hr CRO,RB,26-221,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,562ece0c,Edvinas Gertmonas,1.0,lt LTU,GK,26-134,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,f0ec99a7,Luka Juricic,2.0,ba BIH,FW,25-322,64.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,37d951c3,Aleksandre Karapetian,87.0,am ARM,FW,34-294,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,e721abb9,Yusuf Otubanjo,14.0,ng NGA,FW,30-031,64.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,f4a8e2ed,Dame Diop,77.0,sn SEN,FW,29-240,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,babae098,Artak Dashyan,9.0,am ARM,"CM,RB",32-327,90.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0
UEFA Europa Conference League,07f6cb03,8d2a79bd,Eugeniu Cociuc,29.0,md MDA,CM,29-155,90.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
UEFA Europa Conference League,07f6cb03,8cb44651,Hovhannes Harutyunyan,11.0,am ARM,CM,23-141,90.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,56146a78,Juninho,6.0,br BRA,LB,27-076,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,07f6cb03,e2ba7e5f,Anton Bratkov,95.0,ua UKR,CB,29-152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
UEFA Europa Conference League,07f6cb03,63167100000,Serhiy Vakulenko,79.0,ua UKR,CB,29-036,90.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,3.0,5.0,5.0,0.0
UEFA Europa Conference League,07f6cb03,24cbed65,Nikita Baranov,27.0,ee EST,CB,30-055,84.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0
UEFA Europa Conference League,07f6cb03,b273f964,Stefan Spirovski,10.0,mk MKD,CB,32-051,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,f3a39fdd,Alexander González,30.0,ve VEN,RB,30-030,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,5c081e18,Aras Özbiliz,23.0,am ARM,"CM,RB",32-218,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,07f6cb03,054675f6,David Yurchenko,1.0,am ARM,GK,36-200,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,27d7453c,Tomer Hemed,17.0,il ISR,FW,35-164,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,adfc4cc1,Itay Shechter,9.0,il ISR,FW,35-233,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,655d956b,Rotem Hatuel,77.0,il ISR,LW,24-184,58.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,cffc5348,Eugene Ansah,13.0,gh GHA,LW,27-301,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,d94653be,Magomed-Shapi Suleymanov,93.0,ru RUS,RW,22-301,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,a517aa82,Sagiv Yehezkel,11.0,il ISR,RW,27-206,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,70d9bd4d,Shay Elias,19.0,il ISR,LM,23-230,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,02a496ff,Lucas Bareiro,35.0,ar ARG,CM,27-219,80.0,,,,,,,,,,,,,,,,
UEFA Europa Conference League,17ec3fc1,a7dbd292,Eden Shamir,20.0,il ISR,CM,27-110,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,31daff3a,Dor Micha,10.0,il ISR,RM,30-225,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,9a34c46d,Hélder Lopes,22.0,pt POR,LB,33-282,90.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,0027c6cc,Eitan Tibi,18.0,il ISR,CB,34-331,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0
UEFA Europa Conference League,17ec3fc1,15b949ab,Miguel Vítor,4.0,il ISR,CB,33-105,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0
UEFA Europa Conference League,17ec3fc1,f25a8b99,Eyad Abu Abaid,5.0,il ISR,RB,27-286,80.0,4.0,4.0,2.0,2.0,0.0,4.0,5.0,80.0,1.0,2.0,2.0,0.0,2.0,6.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,830a34ec,Astrit Seljmani,21.0,xk KVX,RB,25-031,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,78c513b3,Omri Glazer,55.0,il ISR,GK,26-216,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,0c3057a9,Mikael Ishak,9.0,se SWE,FW,29-196,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,5a80aea3,Michał Skóraś,21.0,pl POL,"LW,RW",22-240,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0
UEFA Europa Conference League,17ec3fc1,55a88fd9,Filip Marchwiński,11.0,pl POL,RW,20-276,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,69986380,Heorhii Tsitaishvili,14.0,ge GEO,RW,21-329,56.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,c5c1627c,Kristoffer Velde,23.0,no NOR,"LW,RW",23-034,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,fdfc4523,Filip Szymczak,17.0,pl POL,AM,20-160,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,ebc533e5,João Amaral,24.0,pt POR,AM,31-036,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,0aebf20f,Radosław Murawski,22.0,pl POL,DM,28-174,84.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,a5f35865,Nika Kvekveskiri,30.0,ge GEO,DM,30-137,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,17ec3fc1,e0a1f4eb,Jesper Karlström,6.0,se SWE,DM,27-114,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,276cce2e,Pedro Rebocho,5.0,pt POR,LB,27-263,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
UEFA Europa Conference League,17ec3fc1,d3bd981b,Antonio Milić,16.0,hr CRO,CB,28-217,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,1456a596,Filip Dagerstål,25.0,se SWE,CB,25-254,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0
UEFA Europa Conference League,17ec3fc1,273cdcb1,Joel Pereira,2.0,pt POR,RB,26-015,90.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,3.0,6.0,1.0,0.0
UEFA Europa Conference League,17ec3fc1,93b95f72,Filip Bednarek,35.0,pl POL,GK,30-017,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,eb9bcb88,Andrea Compagno,96.0,it ITA,FW,26-174,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
UEFA Europa Conference League,ff4ffc83,704bf164,Ianis Stoica,9.0,ro ROU,FW,19-309,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,a31206f0,Octavian-George Popescu,10.0,ro ROU,LW,19-290,45.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,ac5566ac,David Miculescu,11.0,ro ROU,LW,21-164,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,6775d5d1,Andrei Cordea,98.0,ro ROU,RW,23-111,72.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0
UEFA Europa Conference League,ff4ffc83,7507d846,Alexandru Musi,30.0,ro ROU,RW,18-088,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,9a129e64,Darius Olaru,27.0,ro ROU,AM,24-224,90.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,72eccdcc,Malcolm Edjouma,18.0,fr FRA,DM,26-005,72.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,285e6524,Marco Dulca,20.0,ro ROU,DM,23-155,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
UEFA Europa Conference League,ff4ffc83,02b5c787,Răzvan Oaidă,26.0,ro ROU,DM,24-225,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,accada69,Eduard Radaslavescu,80.0,ro ROU,DM,18-075,45.0,3.0,2.0,1.0,2.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,b3f31b62,Grigoras Pantea,28.0,ro ROU,LB,19-032,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0
UEFA Europa Conference League,ff4ffc83,b91e7b7d,Rachid Bouhenna,29.0,dz ALG,CB,31-106,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
UEFA Europa Conference League,ff4ffc83,3d38fb36,Denis Haruț,6.0,ro ROU,CB,23-230,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,1.0
UEFA Europa Conference League,ff4ffc83,31e5594c,Valentin Crețu,2.0,ro ROU,RB,33-284,90.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,100.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,f8349128,Stefan Târnovanu,32.0,ro ROU,GK,22-157,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UEFA Europa Conference League,ff4ffc83,ae3d2f47,Nicklas Helenius,11.0,dk DEN,FW,31-158,72.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,ff4ffc83,c78380e9,Tonni Adamsen,23.0,dk DEN,FW,27-332,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,d796974b,Sebastian Jørgensen,27.0,dk DEN,AM,22-117,82.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,5a7098c9,Anders Dahl,18.0,dk DEN,AM,20-165,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,e4fcb211,Kasper Kusk,7.0,dk DEN,AM,30-337,54.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
UEFA Europa Conference League,ff4ffc83,3476496c,Søren Tengstedt,10.0,dk DEN,AM,22-105,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,bef3d795,Anders Klynge,21.0,dk DEN,LM,21-364,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0
UEFA Europa Conference League,ff4ffc83,c6940c2e,Andreas Oggesen,24.0,dk DEN,CM,28-209,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
UEFA Europa Conference League,ff4ffc83,ae149bdb,Mark Brink,14.0,dk DEN,CM,24-212,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
UEFA Europa Conference League,ff4ffc83,65465292,Robert Gojani,22.0,se SWE,LM,29-359,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
