Tournament,Player,Nation,Age,Min,Market_value,Shot_Stopping_SoTA,Shot_Stopping_GA,Shot_Stopping_Saves,Shot_Stopping_Save%,Shot_Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
Laliga,Aitor Fernández,es ESP,31,89.95918367346938,2500000,5.122448979591836,1.5408163265306123,3.5918367346938775,68.4530612244898,1.4489795918367347,4.642857142857143,12.795918367346939,37.21938775510205,22.275510204081634,5.224489795918367,40.8234693877551,36.4765306122449,8.306122448979592,43.16632653061225,37.52755102040817,14.642857142857142,0.42857142857142855,3.2132653061224494,1.469387755102041,14.52857142857143
Laliga,Axel Werner,ar ARG,22,90.0,800000,5.0,2.2857142857142856,2.857142857142857,53.32857142857143,1.642857142857143,6.0,20.857142857142858,29.071428571428573,17.428571428571427,2.2857142857142856,63.27142857142858,43.214285714285715,10.285714285714286,90.84285714285714,59.32857142857142,13.142857142857142,0.14285714285714285,0.9,0.2857142857142857,4.6000000000000005
Laliga,Édgar Badía,es ESP,30,90.0,4000000,5.102941176470588,1.6470588235294117,3.3823529411764706,71.96323529411765,1.848529411764706,7.073529411764706,15.397058823529411,44.64558823529411,26.558823529411764,4.588235294117647,37.33529411764706,34.536764705882355,8.838235294117647,61.970588235294116,44.37205882352941,15.602941176470589,0.4852941176470588,2.9823529411764707,1.1029411764705883,13.630882352941178
Laliga,Julen Agirrezabala,es ESP,20,90.0,5000000,5.0,1.25,3.75,78.275,1.25,3.25,7.75,46.95,14.0,3.0,32.4,32.475,6.5,49.05,37.6,12.0,0.25,2.275,1.5,20.125
Laliga,Unai Simón,es ESP,25,89.45238095238095,25000000,3.1904761904761907,1.007936507936508,2.2063492063492065,66.92857142857143,1.0047619047619047,5.896825396825397,14.380952380952381,40.93571428571429,22.325396825396826,5.23015873015873,39.42698412698413,35.82539682539683,7.253968253968254,68.2547619047619,50.78492063492063,14.523809523809524,0.6825396825396826,4.85952380952381,0.9206349206349206,13.235714285714284
Laliga,Kiko Casilla,es ESP,34,90.0,400000,3.6551724137931036,1.103448275862069,2.586206896551724,69.14827586206897,1.1310344827586207,3.8620689655172415,10.724137931034482,36.186206896551724,22.517241379310345,5.482758620689655,29.320689655172412,31.727586206896554,8.862068965517242,39.47586206896552,36.6,13.241379310344827,0.6551724137931034,4.86896551724138,0.7241379310344828,12.713793103448275
Laliga,Diego Conde,es ESP,23,6.0,300000,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,100.0,61.0,2.0,100.0,68.0,5.0,1.0,20.0,0.0,5.0
Laliga,David Soria,es ESP,29,89.45882352941176,10000000,3.4352941176470586,1.0705882352941176,2.3823529411764706,68.25882352941177,1.0776470588235294,9.235294117647058,23.24705882352941,40.02882352941176,22.31764705882353,1.9411764705882353,74.82470588235294,48.59294117647058,7.311764705882353,85.92999999999999,55.67235294117646,12.758823529411766,0.6,5.50235294117647,1.3235294117647058,14.813529411764707
Laliga,Paulo Gazzaniga,ar ARG,27,89.79411764705883,2500000,4.086956521739131,1.173913043478261,2.9347826086956523,69.8,1.1630434782608696,4.543478260869565,14.543478260869565,33.832608695652176,22.82608695652174,3.5217391304347827,39.482608695652175,35.42826086956522,7.804347826086956,68.70434782608694,52.039130434782614,14.304347826086957,0.5869565217391305,3.8173913043478254,0.9347826086956522,13.93478260869565
Laliga,Joan García,es ESP,20,54.0,400000,1.5,1.5,0.0,0.0,0.5,2.0,5.0,37.5,16.0,4.5,41.050000000000004,35.8,1.0,50.0,35.5,8.0,0.0,0.0,2.5,18.5
Laliga,Fernando Pacheco,es ESP,30,88.77456647398844,3000000,4.167630057803469,1.4566473988439306,2.6878612716763004,65.09421965317918,1.3774566473988439,8.77456647398844,19.45086705202312,45.54739884393064,20.398843930635838,2.7630057803468207,61.65491329479768,42.82832369942197,8.728323699421965,79.21445086705202,52.307514450867046,15.520231213872833,0.5028901734104047,3.4421965317919074,0.8786127167630058,12.095953757225432
Laliga,Stole Dimitrievski,mk MKD,28,89.72307692307692,4000000,4.076923076923077,1.3076923076923077,2.753846153846154,70.55538461538463,1.34,5.584615384615384,16.246153846153845,35.87692307692308,22.476923076923075,5.153846153846154,48.73076923076923,39.49538461538461,7.707692307692308,64.1076923076923,48.91538461538462,13.815384615384616,0.7076923076923077,5.141538461538461,1.0769230769230769,13.606153846153846
Laliga,Jordi Masip,es ESP,33,90.0,1000000,4.105769230769231,1.3269230769230769,2.730769230769231,69.21153846153847,1.3923076923076925,6.576923076923077,20.5,33.00961538461539,22.60576923076923,4.038461538461538,56.90384615384615,42.06346153846154,9.278846153846153,78.52884615384616,55.26923076923077,15.85576923076923,0.38461538461538464,2.6298076923076925,0.5,10.701923076923077
Laliga,Predrag Rajković,rs SRB,26,89.61206896551724,10000000,3.939655172413793,1.0689655172413792,2.8189655172413794,71.4301724137931,1.15948275862069,4.887931034482759,15.0,34.644827586206894,27.75,4.818965517241379,38.28793103448275,35.83017241379311,8.310344827586206,51.30948275862069,42.43620689655172,15.913793103448276,0.7155172413793104,4.524137931034482,1.0,13.125862068965516
Laliga,Sergio Asenjo,es ESP,33,90.0,2500000,4.102941176470588,1.2647058823529411,2.838235294117647,66.45294117647059,1.2375,4.6838235294117645,12.661764705882353,38.45514705882353,22.75,4.801470588235294,35.98602941176471,34.380147058823525,8.264705882352942,56.54779411764706,44.546323529411765,16.919117647058822,0.6911764705882353,4.184558823529412,1.0147058823529411,12.552941176470586
Laliga,Dominik Greif,sk SVK,24,90.0,1500000,6.0,3.0,3.0,50.0,1.5,1.0,10.0,10.0,21.0,6.0,33.3,34.1,10.0,30.0,32.7,13.0,0.0,0.0,1.0,12.5
Laliga,Iago Herrerín,es ESP,31,89.43181818181819,500000,3.090909090909091,1.0681818181818181,2.0,68.53636363636363,0.9772727272727271,10.136363636363637,23.181818181818183,43.5,25.636363636363637,3.272727272727273,65.31363636363636,45.52045454545454,6.909090909090909,90.825,62.054545454545455,13.659090909090908,0.6818181818181818,4.486363636363635,0.9772727272727273,15.54090909090909
Laliga,Jaume Doménech,es ESP,31,89.23214285714286,1500000,4.571428571428571,1.3392857142857142,3.25,71.87500000000001,1.2767857142857142,6.964285714285714,15.607142857142858,43.28750000000001,21.732142857142858,4.053571428571429,43.1875,35.489285714285714,8.410714285714286,69.64821428571429,48.88035714285714,16.5,0.375,2.585714285714286,0.5892857142857143,11.008928571428571
Laliga,Giorgi Mamardashvili,ge GEO,21,90.0,25000000,3.9375,1.09375,2.90625,76.428125,1.125,5.03125,13.4375,37.265625,22.03125,4.0,45.684375,36.796875,6.625,58.14375,44.215625,14.0,0.8125,5.762500000000001,1.4375,14.265625
Laliga,Jan Oblak,si SVN,29,89.735,40000000,3.165,0.78,2.415,69.98,0.897,5.23,15.075,36.428000000000004,17.945,3.29,51.5745,39.799499999999995,7.725,71.3225,50.1065,13.75,0.545,3.7129999999999996,0.53,11.5845
Laliga,Andriy Lunin,ua UKR,23,82.27272727272727,4000000,3.6363636363636362,0.8181818181818182,2.6363636363636362,76.64545454545456,1.1545454545454545,4.454545454545454,9.090909090909092,45.74545454545455,23.09090909090909,5.0,23.5,27.381818181818186,7.2727272727272725,53.7,46.199999999999996,10.454545454545455,0.36363636363636365,2.1,0.36363636363636365,10.954545454545455
Laliga,Thibaut Courtois,be BEL,25,90.0,60000000,3.2378378378378376,0.8918918918918919,2.3513513513513513,72.73027027027027,0.9491891891891893,2.8972972972972975,8.956756756756757,35.52648648648648,26.767567567567568,6.032432432432432,24.105945945945948,30.64864864864865,6.1891891891891895,36.884324324324325,38.55567567567568,12.194594594594594,0.7189189189189189,7.389729729729729,0.8864864864864865,13.04918918918919
Laliga,Marc-André ter Stegen,de GER,30,90.0,30000000,3.2180851063829787,0.8882978723404256,2.3351063829787235,72.11063829787234,0.9319148936170212,3.356382978723404,6.952127659574468,52.172872340425535,29.409574468085108,4.930851063829787,16.077659574468086,26.751063829787235,5.962765957446808,32.598404255319146,34.44787234042553,10.22872340425532,0.4308510638297872,4.648936170212766,1.0053191489361701,14.02127659574468
Laliga,Claudio Bravo,cl CHI,36,87.15217391304348,1000000,3.411764705882353,1.1372549019607843,2.3137254901960786,65.12745098039215,1.0627450980392157,5.431372549019608,14.588235294117647,39.72941176470588,24.784313725490197,3.9607843137254903,42.53921568627451,36.15686274509804,6.235294117647059,61.61176470588235,46.31176470588235,14.07843137254902,0.45098039215686275,3.256862745098039,0.6666666666666666,11.431372549019608
Laliga,Rui Silva,pt POR,28,89.84158415841584,15000000,3.99009900990099,1.2772277227722773,2.6732673267326734,70.69504950495049,1.2524752475247523,7.217821782178218,19.683168316831683,36.331683168316836,26.11881188118812,3.297029702970297,51.85643564356435,39.97623762376238,8.277227722772277,69.62178217821783,50.64851485148516,14.455445544554456,0.594059405940594,4.184158415841584,1.702970297029703,15.644554455445546
Laliga,Agustín Marchesín,ar ARG,34,90.0,3000000,4.142857142857143,1.8571428571428572,2.2142857142857144,53.128571428571426,1.2785714285714285,4.857142857142857,13.428571428571429,39.42142857142857,25.142857142857142,3.642857142857143,39.357142857142854,35.25,7.071428571428571,45.214285714285715,41.15714285714286,12.642857142857142,0.6428571428571429,7.257142857142857,1.3571428571428572,17.12142857142857
Laliga,Marko Dmitrović,rs SRB,30,89.46043165467626,5000000,3.553956834532374,1.3453237410071943,2.2158273381294964,63.21438848920863,1.2237410071942447,8.23021582733813,22.755395683453237,37.174100719424466,24.9568345323741,2.776978417266187,68.53525179856115,49.537410071942446,6.467625899280575,89.67985611510791,67.23021582733813,10.913669064748202,0.60431654676259,6.312230215827337,2.1007194244604315,17.099999999999998
Laliga,Iván Villar,es ESP,23,82.44,1200000,3.52,1.4,2.12,72.324,1.236,4.52,15.12,30.184,22.52,3.4,46.14800000000001,37.571999999999996,8.0,63.696000000000005,48.544,14.52,0.32,2.1319999999999997,1.4,12.62
Laliga,Álex Remiro,es ESP,27,90.0,25000000,3.25,1.0625,2.1607142857142856,69.41160714285715,0.9812500000000001,5.669642857142857,13.75,42.472321428571426,28.339285714285715,3.4285714285714284,34.833035714285714,33.7875,6.133928571428571,60.5955357142857,47.75982142857142,12.071428571428571,0.35714285714285715,3.508035714285714,1.3214285714285714,13.879464285714286
Laliga,Pepe Reina,es ESP,38,89.6938775510204,700000,3.5,1.303921568627451,2.196078431372549,60.59411764705883,1.106862745098039,4.764705882352941,10.598039215686274,45.616666666666674,28.225490196078432,4.549019607843137,28.805882352941175,31.19117647058824,6.166666666666667,33.56372549019608,32.94607843137254,11.754901960784315,0.43137254901960786,3.493137254901961,1.0588235294117647,14.021568627450979
