Tournament,Player,Nation,Age,Min,Market_value,Shot_Stopping_SoTA,Shot_Stopping_GA,Shot_Stopping_Saves,Shot_Stopping_Save%,Shot_Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
Serie A,Daniel Fuzato,br BRA,23,90.0,1000000,4.666666666666667,1.3333333333333333,3.3333333333333335,72.73333333333333,1.0000000000000002,3.3333333333333335,10.833333333333334,27.733333333333334,26.0,5.833333333333333,31.116666666666664,33.56666666666666,6.666666666666667,37.78333333333333,37.03333333333334,10.666666666666666,0.8333333333333334,6.866666666666667,0.5,8.25
Serie A,Luca Lezzerini,it ITA,26,82.5,500000,6.5,1.5,5.0,58.88333333333333,1.55,3.6666666666666665,9.833333333333334,45.699999999999996,25.833333333333332,6.5,27.48333333333333,30.183333333333337,7.333333333333333,34.1,31.25,16.666666666666668,0.3333333333333333,1.7833333333333332,0.5,7.466666666666666
Serie A,Niki Mäenpää,fi FIN,37,87.3529411764706,100000,4.9411764705882355,1.588235294117647,3.3529411764705883,70.02941176470588,1.6588235294117648,4.117647058823529,13.0,31.294117647058822,22.294117647058822,4.352941176470588,45.73529411764706,36.794117647058826,8.411764705882353,41.911764705882355,36.65882352941176,16.176470588235293,0.35294117647058826,2.2941176470588234,0.5882352941176471,9.841176470588236
Serie A,Sergio Romero,ar ARG,34,90.0,400000,6.352941176470588,1.9411764705882353,4.529411764705882,74.03529411764706,1.8411764705882352,5.647058823529412,14.705882352941176,38.66470588235294,27.11764705882353,6.176470588235294,39.87647058823529,35.22941176470588,8.764705882352942,45.25882352941177,38.17647058823529,16.647058823529413,0.8823529411764706,5.547058823529411,0.6470588235294118,10.823529411764707
Serie A,Antonio Santurro,do DOM,26,90.0,50000,5.0,1.0,4.0,80.0,1.1,15.0,37.0,40.5,31.0,4.0,71.0,47.5,15.0,100.0,57.1,25.0,2.0,8.0,1.0,11.5
Serie A,Manuel Gasparini,it ITA,19,3.0,250000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,44.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Serie A,Simone Scuffet,it ITA,24,90.0,1200000,4.333333333333333,1.6666666666666667,2.6666666666666665,62.82,1.4999999999999998,6.2,15.533333333333333,41.593333333333334,19.0,3.8,45.32000000000001,36.306666666666665,9.133333333333333,72.16666666666667,47.27333333333334,14.933333333333334,0.13333333333333333,0.7933333333333332,0.4,7.0600000000000005
Serie A,Giacomo Satalino,it ITA,23,8.0,200000,1.0,0.0,1.0,100.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0
Serie A,Guido Guerrieri,it ITA,23,90.0,75000,4.0,3.0,1.0,25.0,2.0,2.0,8.0,25.0,26.0,8.0,15.4,27.3,9.0,44.4,40.7,16.0,0.0,0.0,2.0,16.0
Serie A,Vid Belec,si SVN,31,85.02631578947368,500000,5.894736842105263,2.1315789473684212,3.8421052631578947,63.223684210526315,1.9526315789473685,5.473684210526316,14.026315789473685,38.071052631578944,19.105263157894736,4.105263157894737,49.402631578947364,38.96315789473684,8.052631578947368,63.33157894736843,45.942105263157885,15.078947368421053,0.6578947368421053,5.2736842105263175,0.7105263157894737,10.802631578947366
Serie A,Boris Radunović,rs SRB,25,90.0,600000,5.333333333333333,2.1666666666666665,3.0,66.38333333333334,2.1,5.666666666666667,15.833333333333334,35.9,19.833333333333332,3.3333333333333335,47.13333333333333,38.86666666666667,7.0,75.45,53.449999999999996,10.833333333333334,0.16666666666666666,2.3833333333333333,0.3333333333333333,15.616666666666667
Serie A,Lorenzo Andrenacci,it ITA,25,88.5,150000,7.333333333333333,2.6666666666666665,4.666666666666667,61.550000000000004,2.1333333333333333,4.0,10.0,44.25,16.0,7.5,28.883333333333336,32.166666666666664,11.0,47.26666666666667,39.36666666666667,16.333333333333332,0.5,3.9666666666666663,0.16666666666666666,8.466666666666667
Serie A,David Ospina,co COL,33,87.63953488372093,4500000,3.2045454545454546,0.9090909090909091,2.3068181818181817,70.30113636363636,0.8738636363636364,2.590909090909091,6.6477272727272725,41.74545454545455,25.170454545454547,3.8295454545454546,20.75227272727273,28.21704545454546,4.875,23.69204545454545,27.33863636363636,11.761363636363637,0.7045454545454546,6.793181818181818,0.8863636363636364,13.101136363636362
Serie A,Antonio Rosati,it ITA,37,90.0,100000,5.0,1.0,4.0,80.0,0.4,9.0,16.0,56.3,20.0,6.0,35.0,30.9,15.0,60.0,40.9,13.0,0.0,0.0,0.0,9.3
Premier League,John Ruddy,eng ENG,35,63.2,300000,2.7777777777777777,0.8888888888888888,1.8888888888888888,52.22222222222222,0.8777777777777778,1.0,5.0,13.788888888888888,10.0,3.3333333333333335,51.077777777777776,41.56666666666667,5.0,33.96666666666667,35.12222222222222,8.777777777777779,1.0,7.833333333333333,0.2222222222222222,9.466666666666667
Premier League,Angus Gunn,eng ENG,26,90.0,3000000,5.125,1.9791666666666667,3.1041666666666665,68.27708333333332,1.6104166666666666,5.0625,18.458333333333332,29.266666666666666,19.708333333333332,2.8333333333333335,64.3,43.23125000000001,8.0,77.91666666666667,53.491666666666674,15.375,0.3958333333333333,2.5833333333333335,1.1458333333333333,13.920833333333333
Premier League,Michael McGovern,nir NIR,35,79.5,200000,4.666666666666667,2.3333333333333335,2.0,19.433333333333334,1.7,2.0,11.0,18.2,19.0,5.0,43.73333333333333,35.00000000000001,6.333333333333333,41.46666666666667,30.7,11.666666666666666,0.0,0.0,2.0,17.46666666666667
Premier League,Tim Krul,nl NED,34,90.0,1000000,5.639175257731959,2.1030927835051547,3.556701030927835,66.23092783505155,1.7577319587628866,4.484536082474227,14.70103092783505,29.354639175257734,32.618556701030926,5.546391752577319,35.052577319587634,34.2979381443299,8.041237113402062,39.82680412371135,37.021649484536084,16.577319587628867,0.5773195876288659,3.998969072164948,0.6804123711340206,12.002061855670101
Premier League,Rob Elliot,ie IRL,31,90.0,200000,4.0,1.3125,2.6875,64.5625,1.18125,9.625,23.1875,41.31875,23.625,2.875,65.21875,44.631249999999994,9.9375,82.9125,56.05625,16.125,0.9375,5.66875,0.9375,12.30625
Premier League,Ben Foster,eng ENG,39,90.0,300000,4.5636363636363635,1.6636363636363636,2.940909090909091,64.12772727272727,1.4931818181818182,8.463636363636363,24.62727272727273,35.47545454545455,24.072727272727274,2.672727272727273,70.03545454545454,46.720454545454544,8.25909090909091,92.84909090909092,63.11454545454546,15.922727272727272,0.8363636363636363,5.285454545454546,1.4545454545454546,15.408636363636361
Premier League,Daniel Bachmann,at AUT,27,90.0,2500000,5.913043478260869,2.391304347826087,3.6956521739130435,52.69130434782609,1.982608695652174,6.043478260869565,17.565217391304348,35.02608695652174,22.695652173913043,3.652173913043478,55.97391304347826,41.76521739130435,7.173913043478261,73.57391304347826,50.008695652173905,15.304347826086957,0.6086956521739131,5.104347826086956,1.0434782608695652,11.299999999999999
Laliga,Luca Zidane,fr FRA,23,82.5,2000000,4.4,1.7,2.7,53.8,1.56,4.5,10.4,34.33,22.7,5.0,27.689999999999998,29.65,7.2,45.11,39.519999999999996,10.8,1.1,9.940000000000001,0.8,10.739999999999998
Premier League,Zack Steffen,us USA,26,90.0,4500000,5.421052631578948,1.9473684210526316,3.473684210526316,64.04736842105264,1.7684210526315793,6.842105263157895,16.105263157894736,40.30526315789474,27.68421052631579,5.894736842105263,38.857894736842105,35.410526315789475,8.368421052631579,59.62105263157895,47.36842105263158,15.157894736842104,0.7368421052631579,3.6578947368421053,1.0,11.394736842105262
Premier League,Lee Grant,eng ENG,34,90.0,250000,5.0,2.3333333333333335,2.6666666666666665,50.13333333333333,1.5666666666666667,8.333333333333334,20.0,40.1,23.0,4.666666666666667,59.43333333333334,43.1,7.666666666666667,82.73333333333333,58.03333333333333,13.0,0.3333333333333333,2.566666666666667,1.3333333333333333,20.5
Laliga,Matías Dituro,ar ARG,34,90.0,1000000,3.5789473684210527,1.131578947368421,2.3947368421052633,68.0763157894737,1.142105263157895,7.973684210526316,21.157894736842106,38.821052631578944,30.94736842105263,3.4473684210526314,50.636842105263156,40.218421052631584,7.447368421052632,71.0078947368421,51.92105263157895,11.894736842105264,0.9473684210526315,7.776315789473686,0.9736842105263158,13.560526315789472
Laliga,Jokin Ezkieta,es ESP,24,90.0,300000,3.0,2.0,1.0,33.3,1.5,1.0,4.0,25.0,18.0,6.0,11.1,26.2,7.0,28.6,30.4,16.0,0.0,0.0,2.0,30.5
Laliga,Diego López,es ESP,40,89.02479338842976,500000,4.363636363636363,1.4132231404958677,2.9834710743801653,68.11404958677686,1.387603305785124,5.446280991735537,15.090909090909092,37.126446280991736,22.8099173553719,4.148760330578512,43.42148760330578,37.23553719008264,8.537190082644628,58.38512396694215,44.57933884297521,15.884297520661157,0.7355371900826446,4.79504132231405,0.9504132231404959,13.342148760330577
Laliga,Rubén Yáñez,es ESP,27,90.0,1000000,3.0,1.2,1.8,76.92,1.09,7.9,18.3,41.81,20.3,3.3,62.35,43.28,6.8,73.91,50.910000000000004,12.7,0.5,4.51,0.4,10.65
Premier League,Karl Darlow,eng ENG,30,90.0,1800000,5.015625,1.734375,3.359375,65.40937500000001,1.4812500000000002,7.484375,20.28125,37.6421875,21.53125,3.71875,62.734375,44.256249999999994,8.171875,79.115625,54.4875,15.40625,0.703125,4.589062500000001,0.359375,8.890625
Premier League,Freddie Woodman,eng ENG,24,90.0,6000000,6.0,3.3333333333333335,2.3333333333333335,49.98333333333334,2.3666666666666667,6.333333333333333,16.666666666666668,36.5,21.0,2.5,45.416666666666664,36.333333333333336,9.0,61.36666666666667,46.116666666666674,13.666666666666666,0.6666666666666666,4.45,0.0,4.916666666666667
