Tournament,Player,Number,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_Prog,Passes_Succ,Dribbles_Att
Premier League,Emerson Palmieri,33.0,it ITA,WB,28,65.22857142857143,0.014285714285714285,0.04285714285714286,0.0,0.0,0.5428571428571428,0.21428571428571427,0.1,0.014285714285714285,58.871428571428574,1.3571428571428572,0.8285714285714286,0.7285714285714285,0.03571428571428572,0.03571428571428572,0.08,1.6714285714285715,0.1,42.84285714285714,51.48571428571429,81.31571428571431,1.8428571428571427,0.8142857142857143,1.2857142857142858
Premier League,Elliot Anderson,32.0,sct SCO,RM,19,13.375,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,11.25,0.625,0.25,0.5,0.0625,0.0625,0.0625,1.125,0.0,4.625,6.375,57.5,0.375,0.25,1.625
Premier League,Matt Ritchie,11.0,sct SCO,FW,32,77.26190476190476,0.05555555555555555,0.14285714285714285,0.007936507936507936,0.023809523809523808,1.1428571428571428,0.2619047619047619,0.20634920634920634,0.0,47.023809523809526,1.3492063492063493,0.9920634920634921,0.9365079365079365,0.09126984126984126,0.07222222222222222,0.14761904761904762,2.880952380952381,0.23809523809523808,25.944444444444443,38.817460317460316,65.32222222222222,1.9285714285714286,0.40476190476190477,0.7857142857142857
Premier League,Nathaniel Chalobah,12.0,eng ENG,"DM,CM",27,41.45,0.0,0.025,0.0,0.0,0.6,0.15,0.1,0.025,22.225,1.075,0.725,0.45,0.0375,0.0375,0.04,0.775,0.05,12.0,16.8,66.3,1.375,0.3,0.575
Premier League,Issa Diop,31.0,fr FRA,CB,25,85.05797101449275,0.07246376811594203,0.014492753623188406,0.0,0.0,0.38405797101449274,0.15217391304347827,0.17391304347826086,0.0,45.028985507246375,1.3840579710144927,1.5869565217391304,1.3333333333333333,0.043478260869565216,0.043478260869565216,0.015217391304347827,0.36231884057971014,0.036231884057971016,29.05072463768116,35.30434782608695,77.89782608695653,1.7826086956521738,0.1956521739130435,0.2753623188405797
Premier League,Rob Holding,16.0,eng ENG,CB,26,71.22784810126582,0.012658227848101266,0.012658227848101266,0.0,0.0,0.2911392405063291,0.0379746835443038,0.13924050632911392,0.012658227848101266,57.64556962025316,1.1518987341772151,0.9113924050632911,1.2025316455696202,0.02405063291139241,0.02405063291139241,0.005063291139240506,0.35443037974683544,0.05063291139240506,42.620253164556964,49.25316455696203,79.40253164556961,1.9240506329113924,0.22784810126582278,0.3670886075949367
Premier League,Mohamed Elneny,25.0,eg EGY,"CM,DM",30,60.50819672131148,0.01639344262295082,0.04918032786885246,0.0,0.0,0.5245901639344263,0.08196721311475409,0.11475409836065574,0.01639344262295082,50.278688524590166,0.9180327868852459,0.819672131147541,0.5901639344262295,0.01475409836065574,0.01475409836065574,0.02950819672131148,1.1475409836065573,0.08196721311475409,42.14754098360656,45.540983606557376,90.14918032786886,2.8360655737704916,0.13114754098360656,0.2459016393442623
Premier League,Owen Bevan,35.0,wls WAL,CB,18,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0
Premier League,Emiliano Marcondes,11.0,dk DEN,CM,27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0
Premier League,Bobby Clark,42.0,eng ENG,LM,17,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0
Premier League,Stefan Bajcetic,43.0,es ESP,RM,17,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,15.0,80.0,0.0,1.0,1.0
Premier League,Michael Keane,5.0,eng ENG,CB,29,85.76543209876543,0.05555555555555555,0.037037037037037035,0.0,0.0,0.5925925925925926,0.16049382716049382,0.09876543209876543,0.006172839506172839,56.364197530864196,1.1049382716049383,1.5617283950617284,1.1296296296296295,0.054320987654320994,0.054320987654320994,0.03209876543209877,0.6049382716049383,0.04938271604938271,37.160493827160494,45.648148148148145,78.74814814814815,2.1358024691358026,0.15432098765432098,0.18518518518518517
Premier League,Mathias Jørgensen,13.0,dk DEN,CB,32,83.87179487179488,0.05128205128205128,0.038461538461538464,0.0,0.0,0.32051282051282054,0.10256410256410256,0.1794871794871795,0.0,53.43589743589744,1.564102564102564,2.1025641025641026,1.2435897435897436,0.05128205128205128,0.05128205128205128,0.021794871794871797,0.6538461538461539,0.0641025641025641,33.87179487179487,43.01282051282051,75.66282051282052,2.4743589743589745,0.07692307692307693,0.10256410256410256
Premier League,Mikkel Damsgaard,24.0,dk DEN,AM,22,47.6,0.03636363636363636,0.07272727272727272,0.0,0.0,0.7090909090909091,0.23636363636363636,0.10909090909090909,0.0,27.836363636363636,1.4,0.6,1.0909090909090908,0.06909090909090909,0.06909090909090909,0.06363636363636364,1.7454545454545454,0.2,14.4,20.636363636363637,66.03272727272727,1.5454545454545454,1.2727272727272727,2.1636363636363636
Premier League,Boubakary Soumaré,42.0,fr FRA,DM,23,52.530434782608694,0.008695652173913044,0.02608695652173913,0.0,0.0,0.17391304347826086,0.05217391304347826,0.10434782608695652,0.017391304347826087,39.608695652173914,1.2956521739130435,0.8347826086956521,0.46956521739130436,0.010434782608695651,0.010434782608695651,0.02608695652173913,0.9565217391304348,0.12173913043478261,29.93913043478261,34.47826086956522,83.39999999999998,2.5130434782608697,0.7565217391304347,0.9652173913043478
Premier League,Trevoh Chalobah,14.0,eng ENG,CB,23,77.29824561403508,0.08771929824561403,0.05263157894736842,0.0,0.0,0.49122807017543857,0.19298245614035087,0.14035087719298245,0.0,60.87719298245614,1.7017543859649122,1.6842105263157894,0.6842105263157895,0.05263157894736842,0.05263157894736842,0.014035087719298246,0.8596491228070176,0.12280701754385964,45.91228070175438,52.31578947368421,83.7,2.1403508771929824,0.8596491228070176,1.1578947368421053
Premier League,Mateo Kovačić,8.0,hr CRO,CM,28,59.91836734693877,0.02040816326530612,0.08843537414965986,0.0,0.0,0.7551020408163265,0.14285714285714285,0.1564625850340136,0.0,58.1156462585034,1.727891156462585,0.4557823129251701,0.5714285714285714,0.04625850340136054,0.04625850340136054,0.061224489795918366,2.1156462585034013,0.20408163265306123,46.625850340136054,51.91836734693877,88.81292517006801,3.9591836734693877,1.6734693877551021,2.0816326530612246
Premier League,Jan Paul van Hecke,29.0,nl NED,RB,22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0
Premier League,Sergio Gómez,21.0,es ESP,LB,21,26.558823529411764,0.0,0.058823529411764705,0.0,0.0,0.35294117647058826,0.058823529411764705,0.029411764705882353,0.0,19.529411764705884,0.9117647058823529,0.47058823529411764,0.5588235294117647,0.026470588235294117,0.026470588235294117,0.05882352941176472,0.6764705882352942,0.058823529411764705,11.558823529411764,15.735294117647058,71.08823529411765,0.8235294117647058,0.5294117647058824,0.7941176470588235
Premier League,Casemiro,18.0,br BRA,DM,30,82.47093023255815,0.11627906976744186,0.08139534883720931,0.0,0.0,1.2383720930232558,0.31976744186046513,0.29651162790697677,0.011627906976744186,69.75581395348837,2.8430232558139537,1.7034883720930232,1.7093023255813953,0.10930232558139535,0.10930232558139535,0.06976744186046512,1.936046511627907,0.2441860465116279,49.51744186046512,58.47674418604651,84.36279069767441,3.4709302325581395,0.5348837209302325,0.7383720930232558
Premier League,Aaron Wan-Bissaka,29.0,eng ENG,RB,24,88.5530303030303,0.015151515151515152,0.08333333333333333,0.0,0.0,0.21212121212121213,0.045454545454545456,0.13636363636363635,0.007575757575757576,67.5909090909091,3.2196969696969697,1.9772727272727273,1.5303030303030303,0.0196969696969697,0.0196969696969697,0.06363636363636363,1.5075757575757576,0.18181818181818182,43.53787878787879,55.13636363636363,77.17651515151516,2.787878787878788,1.5,2.3333333333333335
Premier League,Anthony Martial,9.0,fr FRA,FW,26,61.73684210526316,0.3233082706766917,0.14285714285714285,0.022556390977443608,0.03007518796992481,1.6842105263157894,0.7744360902255639,0.03759398496240601,0.007518796992481203,30.406015037593985,0.3233082706766917,0.09022556390977443,0.43609022556390975,0.25488721804511283,0.23157894736842102,0.1142857142857143,2.338345864661654,0.45112781954887216,18.18796992481203,23.082706766917294,77.76466165413534,1.6842105263157894,1.3082706766917294,2.5037593984962405
Premier League,Emil Krafth,17.0,se SWE,LB,28,77.85148514851485,0.019801980198019802,0.0297029702970297,0.0,0.0,0.2871287128712871,0.09900990099009901,0.12871287128712872,0.0,45.40594059405941,1.504950495049505,0.8613861386138614,0.801980198019802,0.017821782178217824,0.017821782178217824,0.05148514851485149,0.7821782178217822,0.06930693069306931,26.99009900990099,37.603960396039604,70.35742574257426,1.891089108910891,0.21782178217821782,0.42574257425742573
Premier League,Pervis Estupiñán,30.0,ec ECU,LB,24,63.53,0.01,0.06,0.0,0.0,0.47,0.11,0.16,0.0,47.39,1.72,1.31,0.59,0.028999999999999998,0.028999999999999998,0.099,1.65,0.16,29.61,39.52,73.503,2.19,0.86,1.79
Premier League,Thilo Kehrer,24.0,de GER,CB,25,68.1734693877551,0.04081632653061224,0.02040816326530612,0.0,0.0,0.3877551020408163,0.12244897959183673,0.11224489795918367,0.0,56.88775510204081,1.510204081632653,0.9285714285714286,0.7857142857142857,0.05204081632653061,0.05204081632653061,0.02040816326530612,0.673469387755102,0.11224489795918367,46.204081632653065,50.41836734693877,90.56938775510206,1.7551020408163265,0.14285714285714285,0.21428571428571427
Premier League,Hakim Ziyech,22.0,ma MAR,CM,29,51.8235294117647,0.11764705882352941,0.11764705882352941,0.0,0.0,1.7647058823529411,0.6078431372549019,0.11764705882352941,0.0,37.86274509803921,0.7843137254901961,0.45098039215686275,0.39215686274509803,0.12156862745098038,0.12156862745098038,0.1392156862745098,2.8823529411764706,0.23529411764705882,22.50980392156863,31.058823529411764,69.2,2.392156862745098,1.0,2.1176470588235294
Premier League,Jaidon Anthony,32.0,eng ENG,LW,22,27.2,0.2,0.0,0.0,0.0,0.6,0.5,0.0,0.0,12.3,0.6,0.0,0.2,0.06999999999999999,0.06999999999999999,0.01,0.6,0.1,6.5,9.6,67.69000000000001,0.7,0.2,0.9
Premier League,Saman Ghoddos,14.0,ir IRN,LW,28,48.53703703703704,0.09259259259259259,0.09259259259259259,0.0,0.0,1.037037037037037,0.42592592592592593,0.12962962962962962,0.0,23.24074074074074,0.9444444444444444,0.2222222222222222,0.42592592592592593,0.06111111111111112,0.06111111111111112,0.07592592592592594,1.8888888888888888,0.12962962962962962,11.38888888888889,17.35185185185185,61.203703703703695,1.037037037037037,0.2777777777777778,0.7037037037037037
Premier League,Bernd Leno,17.0,de GER,GK,30,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.008771929824561403,36.54385964912281,0.017543859649122806,0.03508771929824561,0.008771929824561403,0.0,0.0,0.0,0.02631578947368421,0.0,26.07017543859649,33.89473684210526,77.36228070175439,0.02631578947368421,0.008771929824561403,0.008771929824561403
Premier League,Ryan Yates,22.0,eng ENG,CM,24,79.46153846153847,0.0,0.07692307692307693,0.0,0.0,1.3076923076923077,0.3076923076923077,0.23076923076923078,0.0,36.38461538461539,1.6923076923076923,0.38461538461538464,1.3846153846153846,0.1153846153846154,0.1153846153846154,0.04615384615384616,1.0769230769230769,0.15384615384615385,22.307692307692307,27.846153846153847,78.76923076923077,1.4615384615384615,0.15384615384615385,0.23076923076923078
Premier League,Cheikhou Kouyaté,21.0,sn SEN,CM,32,74.85632183908046,0.028735632183908046,0.040229885057471264,0.0,0.0,0.4942528735632184,0.13218390804597702,0.1206896551724138,0.0,37.39655172413793,1.8850574712643677,0.9540229885057471,1.0919540229885059,0.0454022988505747,0.0454022988505747,0.03045977011494253,0.7931034482758621,0.08620689655172414,21.833333333333332,28.367816091954023,75.09367816091954,1.3620689655172413,0.4425287356321839,0.7126436781609196
Premier League,Lyanco,4.0,br BRA,CB,25,71.4625,0.0125,0.0,0.0,0.0,0.45,0.0875,0.2375,0.0125,48.9125,1.325,1.425,1.475,0.025,0.025,0.013750000000000002,0.6875,0.05,32.125,39.1625,77.39874999999999,1.6625,0.6,0.825
Premier League,Ayoze Pérez,17.0,es ESP,RM,29,62.24666666666667,0.21333333333333335,0.10666666666666667,0.006666666666666667,0.006666666666666667,1.3733333333333333,0.6,0.04666666666666667,0.006666666666666667,29.926666666666666,1.2266666666666666,0.6133333333333333,1.1,0.16266666666666668,0.15733333333333335,0.11333333333333333,2.18,0.26,14.98,20.253333333333334,70.83000000000001,1.4533333333333334,1.0333333333333334,1.9666666666666666
Premier League,Harvey Barnes,7.0,eng ENG,"LM,LW",24,65.97619047619048,0.2222222222222222,0.19047619047619047,0.0,0.0,2.0555555555555554,0.8253968253968254,0.015873015873015872,0.0,31.134920634920636,0.6904761904761905,0.20634920634920634,0.5873015873015873,0.22380952380952382,0.22380952380952382,0.10238095238095238,2.4126984126984126,0.4126984126984127,16.46825396825397,22.436507936507937,72.83968253968254,1.6746031746031746,1.2142857142857142,2.626984126984127
Premier League,Matheus Nunes,27.0,pt POR,CM,23,71.41666666666667,0.0,0.08333333333333333,0.0,0.0,1.25,0.25,0.08333333333333333,0.0,36.166666666666664,1.8333333333333333,0.25,0.9166666666666666,0.07500000000000001,0.07500000000000001,0.09166666666666667,1.9166666666666667,0.08333333333333333,21.083333333333332,27.083333333333332,76.325,1.5,0.8333333333333334,2.1666666666666665
Premier League,João Moutinho,28.0,pt POR,CM,35,81.25263157894737,0.031578947368421054,0.11578947368421053,0.0,0.0,0.5578947368421052,0.13157894736842105,0.14736842105263157,0.005263157894736842,63.57368421052632,2.363157894736842,1.1473684210526316,1.2157894736842105,0.02578947368421053,0.02578947368421053,0.14315789473684212,3.0631578947368423,0.25263157894736843,46.04736842105263,56.242105263157896,80.86105263157894,4.226315789473684,0.4263157894736842,0.6210526315789474
Premier League,Raúl Jiménez,9.0,mx MEX,FW,31,81.40650406504065,0.3252032520325203,0.13821138211382114,0.056910569105691054,0.056910569105691054,2.5365853658536586,0.7967479674796748,0.13008130081300814,0.016260162601626018,37.03252032520325,0.6666666666666666,0.5121951219512195,0.7154471544715447,0.3349593495934959,0.291869918699187,0.14308943089430895,2.268292682926829,0.34146341463414637,18.642276422764226,26.024390243902438,71.41138211382112,1.6666666666666667,1.1626016260162602,2.2601626016260163
Premier League,Davinson Sánchez,6.0,co COL,CB,26,78.76119402985074,0.022388059701492536,0.007462686567164179,0.0,0.0,0.3805970149253731,0.08208955223880597,0.11194029850746269,0.007462686567164179,64.66417910447761,1.5970149253731343,1.164179104477612,0.9850746268656716,0.04029850746268657,0.04029850746268657,0.007462686567164179,0.4701492537313433,0.029850746268656716,48.492537313432834,55.32089552238806,83.31343283582089,2.0,0.1791044776119403,0.2462686567164179
Premier League,Joel Ward,2.0,eng ENG,CB,32,85.21487603305785,0.008264462809917356,0.01652892561983471,0.0,0.0,0.19834710743801653,0.04132231404958678,0.21487603305785125,0.0,57.752066115702476,1.8429752066115703,1.3801652892561984,0.8512396694214877,0.013223140495867768,0.013223140495867768,0.019008264462809916,0.6611570247933884,0.03305785123966942,35.90909090909091,48.16528925619835,72.49256198347109,2.3884297520661155,0.4380165289256198,0.6528925619834711
Premier League,Chris Richards,26.0,us USA,RB,22,15.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,12.666666666666666,0.0,0.6666666666666666,1.0,0.03333333333333333,0.03333333333333333,0.09999999999999999,0.3333333333333333,0.0,5.666666666666667,7.666666666666667,76.39999999999999,0.3333333333333333,0.0,0.0
Premier League,Michael Olise,7.0,fr FRA,CM,20,48.025,0.075,0.175,0.0,0.0,0.825,0.325,0.125,0.0,33.15,0.95,0.25,0.825,0.06999999999999999,0.06999999999999999,0.145,2.025,0.275,19.025,26.4,68.22999999999999,1.925,1.15,2.625
Premier League,Joe Gomez,2.0,eng ENG,CB,25,72.09574468085107,0.0,0.031914893617021274,0.0,0.0,0.1595744680851064,0.010638297872340425,0.1702127659574468,0.0,72.32978723404256,1.4148936170212767,1.148936170212766,0.6382978723404256,0.007446808510638298,0.007446808510638298,0.030851063829787233,0.9148936170212766,0.0851063829787234,55.840425531914896,65.79787234042553,81.16595744680849,3.5638297872340425,0.5,0.6170212765957447
Premier League,Nathaniel Phillips,47.0,eng ENG,CB,25,80.10526315789474,0.05263157894736842,0.05263157894736842,0.0,0.0,0.8421052631578947,0.10526315789473684,0.10526315789473684,0.0,73.73684210526316,1.263157894736842,1.1578947368421053,0.8947368421052632,0.04736842105263158,0.04736842105263158,0.02631578947368421,0.6842105263157895,0.05263157894736842,53.63157894736842,63.63157894736842,84.91052631578947,2.4210526315789473,0.10526315789473684,0.10526315789473684
Premier League,Kostas Tsimikas,21.0,gr GRE,LB,26,50.04,0.0,0.2,0.0,0.0,0.44,0.08,0.16,0.0,45.72,1.4,0.6,0.4,0.048,0.048,0.14400000000000002,2.28,0.24,29.68,40.52,66.9,1.6,0.36,1.08
Premier League,Richarlison,9.0,br BRA,FW,25,78.5846994535519,0.26229508196721313,0.09836065573770492,0.02185792349726776,0.02185792349726776,2.349726775956284,0.7486338797814208,0.17486338797814208,0.01092896174863388,34.775956284153004,1.540983606557377,0.44808743169398907,0.9890710382513661,0.27103825136612025,0.25355191256830606,0.11256830601092897,2.448087431693989,0.28415300546448086,14.05464480874317,22.169398907103826,62.587978142076494,1.3387978142076502,1.3770491803278688,2.6775956284153004
Premier League,Maxwel Cornet,14.0,ci CIV,RW,25,56.47945205479452,0.1780821917808219,0.136986301369863,0.0,0.00684931506849315,1.1849315068493151,0.5547945205479452,0.08904109589041095,0.00684931506849315,33.794520547945204,1.0547945205479452,0.6438356164383562,0.5,0.14726027397260275,0.14520547945205478,0.10273972602739725,1.7191780821917808,0.2876712328767123,19.815068493150687,26.931506849315067,71.28561643835617,1.4452054794520548,0.678082191780822,1.417808219178082
Premier League,Steve Cook,3.0,eng ENG,CB,31,84.32075471698113,0.03773584905660377,0.018867924528301886,0.0,0.0,0.5377358490566038,0.16037735849056603,0.16981132075471697,0.009433962264150943,56.22641509433962,0.9716981132075472,1.509433962264151,1.3867924528301887,0.0339622641509434,0.0339622641509434,0.02641509433962264,0.660377358490566,0.04716981132075472,34.5,44.95283018867924,73.81981132075472,2.0377358490566038,0.09433962264150944,0.12264150943396226
Premier League,Cafú,18.0,pt POR,CM,29,62.45454545454545,0.0,0.0,0.0,0.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,32.36363636363637,0.8181818181818182,1.0909090909090908,0.2727272727272727,0.02727272727272728,0.02727272727272728,0.009090909090909092,0.8181818181818182,0.0,21.272727272727273,26.454545454545453,83.74545454545455,2.1818181818181817,0.45454545454545453,1.1818181818181819
Premier League,Raphaël Varane,19.0,fr FRA,CB,29,85.24675324675324,0.045454545454545456,0.01948051948051948,0.0,0.0,0.43506493506493504,0.08441558441558442,0.05194805194805195,0.006493506493506494,60.188311688311686,0.9935064935064936,1.0,0.8636363636363636,0.0512987012987013,0.0512987012987013,0.012987012987012988,0.4935064935064935,0.03896103896103896,45.96103896103896,51.935064935064936,86.82792207792208,1.7012987012987013,0.18831168831168832,0.24025974025974026
Premier League,Mads Roerslev,30.0,dk DEN,"CB,RB",23,59.75,0.03571428571428571,0.03571428571428571,0.0,0.0,0.21428571428571427,0.07142857142857142,0.03571428571428571,0.0,24.107142857142858,1.0357142857142858,0.6428571428571429,0.8214285714285714,0.021428571428571432,0.021428571428571432,0.03928571428571429,0.7857142857142857,0.14285714285714285,11.571428571428571,17.892857142857142,58.142857142857146,1.0357142857142858,0.14285714285714285,0.6428571428571429
Premier League,Frank Onyeka,15.0,ng NGA,CM,24,46.46875,0.0,0.03125,0.0,0.0,0.59375,0.1875,0.125,0.0,20.28125,1.1875,0.59375,0.75,0.046875,0.046875,0.021875000000000002,0.90625,0.15625,11.125,14.40625,67.834375,1.03125,0.375,0.8125
Premier League,Kaoru Mitoma,22.0,jp JPN,WB,25,34.888888888888886,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,22.333333333333332,1.5555555555555556,0.1111111111111111,0.5555555555555556,0.011111111111111112,0.011111111111111112,0.24444444444444446,2.3333333333333335,0.3333333333333333,13.777777777777779,17.555555555555557,67.71111111111111,1.8888888888888888,1.0,1.7777777777777777
Premier League,Dennis Praet,26.0,be BEL,RM,28,66.28057553956835,0.050359712230215826,0.07913669064748201,0.0,0.0,0.8345323741007195,0.2589928057553957,0.11510791366906475,0.0,42.805755395683455,1.60431654676259,0.7266187050359713,0.9280575539568345,0.057553956834532384,0.057553956834532384,0.10503597122302158,2.0,0.2014388489208633,28.66187050359712,35.42446043165467,79.5179856115108,2.4676258992805757,0.935251798561151,1.60431654676259
Premier League,Kelechi Iheanacho,14.0,ng NGA,FW,25,42.69924812030075,0.19548872180451127,0.12781954887218044,0.0,0.007518796992481203,1.3759398496240602,0.5714285714285714,0.05263157894736842,0.0,18.661654135338345,0.3007518796992481,0.10526315789473684,0.43609022556390975,0.18796992481203006,0.18195488721804512,0.09774436090225563,1.4887218045112782,0.21804511278195488,10.345864661654135,13.338345864661655,73.87518796992482,0.8721804511278195,0.6616541353383458,1.0902255639097744
Premier League,Takehiro Tomiyasu,18.0,jp JPN,RB,23,78.94623655913979,0.03225806451612903,0.043010752688172046,0.0,0.0,0.5053763440860215,0.08602150537634409,0.16129032258064516,0.0,60.55913978494624,1.4731182795698925,1.4946236559139785,1.043010752688172,0.04516129032258065,0.04516129032258065,0.03655913978494623,1.3010752688172043,0.16129032258064516,41.58064516129032,51.01075268817204,80.17204301075267,3.3225806451612905,0.6344086021505376,1.0
Premier League,Emile Smith Rowe,10.0,eng ENG,LW,22,59.47457627118644,0.2033898305084746,0.1016949152542373,0.0,0.0,0.9322033898305084,0.4745762711864407,0.01694915254237288,0.0,33.42372881355932,0.5084745762711864,0.4406779661016949,0.559322033898305,0.1423728813559322,0.1423728813559322,0.1,2.016949152542373,0.22033898305084745,23.372881355932204,27.576271186440678,84.05254237288136,1.5423728813559323,0.7796610169491526,1.5084745762711864
Premier League,Tyrese Francois,35.0,au AUS,"LW,RB",22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.5,96.65,0.5,0.0,0.5
Premier League,Kevin Mbabu,27.0,ch SUI,RB,27,24.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,18.666666666666668,0.5,0.5,0.3333333333333333,0.0,0.0,0.06666666666666667,0.5,0.16666666666666666,11.333333333333334,15.666666666666666,57.666666666666664,0.8333333333333334,0.6666666666666666,1.0
Premier League,Jay Stansfield,65.0,eng ENG,"RW,LW",19,29.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,11.666666666666666,0.0,0.3333333333333333,1.3333333333333333,0.09999999999999999,0.09999999999999999,0.03333333333333333,1.3333333333333333,0.3333333333333333,3.0,7.666666666666667,24.03333333333333,0.0,0.0,0.0
Premier League,Nélson Semedo,22.0,pt POR,RB,28,71.29220779220779,0.01948051948051948,0.032467532467532464,0.0,0.0,0.38961038961038963,0.13636363636363635,0.1038961038961039,0.006493506493506494,56.51948051948052,1.896103896103896,0.8636363636363636,0.7857142857142857,0.024675324675324677,0.024675324675324677,0.04415584415584416,1.2857142857142858,0.12987012987012986,41.13636363636363,48.675324675324674,82.65194805194805,1.7597402597402598,1.3051948051948052,2.1233766233766236
Premier League,Adama Traoré,37.0,es ESP,LW,26,56.325581395348834,0.0755813953488372,0.11046511627906977,0.0,0.0,1.0116279069767442,0.29651162790697677,0.046511627906976744,0.0,28.627906976744185,0.6162790697674418,0.2441860465116279,0.45930232558139533,0.07848837209302327,0.07848837209302327,0.11860465116279072,2.633720930232558,0.19767441860465115,14.313953488372093,20.63953488372093,67.43139534883721,1.2965116279069768,3.2325581395348837,4.465116279069767
Premier League,Gonçalo Guedes,17.0,pt POR,FW,25,67.65408805031447,0.18238993710691823,0.16352201257861634,0.006289308176100629,0.012578616352201259,1.610062893081761,0.559748427672956,0.0880503144654088,0.006289308176100629,33.320754716981135,0.8427672955974843,0.3018867924528302,0.559748427672956,0.11823899371069181,0.10754716981132074,0.12955974842767295,2.861635220125786,0.44654088050314467,17.836477987421382,25.056603773584907,70.33710691823899,2.5345911949685536,1.8427672955974843,3.0628930817610063
Premier League,Adam Forshaw,4.0,eng ENG,DM,30,63.2,0.0,0.04,0.0,0.0,0.56,0.16,0.2,0.0,40.84,2.12,0.76,0.8,0.02,0.02,0.05600000000000001,1.44,0.08,28.52,34.56,83.132,2.12,0.52,0.8
Premier League,Luis Sinisterra,23.0,co COL,LW,23,50.333333333333336,0.2222222222222222,0.0,0.0,0.0,1.1111111111111112,0.3333333333333333,0.3333333333333333,0.1111111111111111,28.555555555555557,1.2222222222222223,0.6666666666666666,0.4444444444444444,0.15555555555555556,0.15555555555555556,0.022222222222222223,2.3333333333333335,0.1111111111111111,18.0,21.666666666666668,82.52222222222221,2.3333333333333335,1.2222222222222223,2.7777777777777777
Premier League,Daniel James,20.0,wls WAL,"RW,FW",24,65.8936170212766,0.11702127659574468,0.11702127659574468,0.0,0.0,1.3404255319148937,0.4787234042553192,0.14893617021276595,0.010638297872340425,26.159574468085108,0.7340425531914894,0.19148936170212766,0.6170212765957447,0.14574468085106382,0.14574468085106382,0.08936170212765956,1.648936170212766,0.1702127659574468,13.22340425531915,19.0531914893617,67.01276595744682,1.2446808510638299,0.648936170212766,1.6170212765957446
Premier League,Armel Bella Kotchap,37.0,de GER,CB,20,82.0909090909091,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.0,51.54545454545455,1.6363636363636365,2.3636363636363638,1.4545454545454546,0.045454545454545456,0.045454545454545456,0.009090909090909092,0.8181818181818182,0.09090909090909091,29.09090909090909,38.18181818181818,74.85454545454546,1.3636363636363635,0.18181818181818182,0.5454545454545454
Premier League,Sekou Mara,18.0,fr FRA,AM,20,31.348837209302324,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.023255813953488372,1.2093023255813953,0.5116279069767442,0.046511627906976744,0.0,11.627906976744185,0.4186046511627907,0.06976744186046512,0.20930232558139536,0.1511627906976744,0.1441860465116279,0.04186046511627906,0.813953488372093,0.16279069767441862,4.372093023255814,6.790697674418604,65.17906976744186,0.4186046511627907,0.4418604651162791,1.1162790697674418
Premier League,Mohamed Elyounoussi,24.0,no NOR,AM,28,63.666666666666664,0.06666666666666667,0.05,0.0,0.0,1.4,0.4666666666666667,0.1,0.0,29.283333333333335,1.2333333333333334,0.45,0.8833333333333333,0.16166666666666663,0.16166666666666663,0.08666666666666667,1.85,0.15,13.516666666666667,20.233333333333334,64.15333333333334,1.1666666666666667,0.8,1.3833333333333333
