Player,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog
Nicolás Burdisso,39.29166666666666,46.125,84.62083333333332,897.625,334.75,8.916666666666666,10.208333333333334,86.64583333333333,21.70833333333333,24.375,88.00416666666666,8.166666666666666,10.416666666666666,79.04583333333333,0.0,0.0083333333333333,0.0,0.125,1.1666666666666667,0.125,0.0416666666666666,1.9583333333333333
Nicholas Pierini,5.333333333333333,6.0,91.9,69.66666666666667,9.0,4.0,4.333333333333333,61.9,1.3333333333333333,1.3333333333333333,66.66666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
Cesar Falletti,10.461538461538462,13.615384615384617,75.21538461538462,172.15384615384616,32.38461538461539,5.307692307692308,6.461538461538462,74.36153846153846,4.538461538461538,4.923076923076923,85.63076923076923,0.6153846153846154,1.3846153846153846,21.153846153846157,0.0,0.0,0.0307692307692307,0.2307692307692307,1.1538461538461535,0.4615384615384615,0.0769230769230769,0.9230769230769232
Aristóteles Romero,6.166666666666667,8.166666666666666,67.64999999999999,135.33333333333334,27.0,2.0,2.6666666666666665,77.78333333333333,2.833333333333333,3.5,61.5,1.3333333333333333,1.6666666666666667,45.833333333333336,0.0,0.0,0.0,0.1666666666666666,1.1666666666666667,0.0,0.0,0.5
Luca Crosta,12.0,23.0,52.2,351.0,253.0,1.0,1.0,100.0,5.0,6.0,83.3,6.0,15.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Lo Faso,15.0,17.0,85.25,194.0,5.5,9.5,10.5,83.35,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
Mamadou Kanouté,8.5,9.5,90.9,116.0,16.0,6.0,7.0,87.5,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
Alberto Brignoli,23.846153846153847,38.69230769230769,61.76153846153846,783.0,541.6153846153846,2.0,2.076923076923077,80.76923076923077,11.307692307692308,11.76923076923077,95.14615384615384,10.461538461538462,24.53846153846154,43.35384615384616,0.0,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,0.0
Bright Gyamfi,15.77777777777778,20.11111111111111,68.95555555555556,227.0,79.11111111111111,9.77777777777778,10.77777777777778,81.88888888888889,5.444444444444445,7.333333333333333,44.15555555555555,0.3333333333333333,0.8888888888888888,10.18888888888889,0.0,0.0,0.0222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5555555555555556
Gregory van der Wiel,25.8,32.8,81.02000000000001,418.6,145.0,15.6,17.8,90.3,8.0,10.0,79.02,1.8,3.6,40.24,0.0,0.02,0.02,0.2,1.6,0.4,0.2,1.6
Silvan Widmer,28.375,40.083333333333336,66.89999999999999,503.25,195.45833333333331,13.416666666666666,15.625,81.47916666666667,12.125,16.833333333333332,61.20416666666667,2.708333333333333,6.083333333333333,37.8125,0.0833333333333333,0.0875,0.0625,0.5833333333333334,2.083333333333333,0.9166666666666666,0.5,2.625
Maurício,1.0,1.0,100.0,9.0,10.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Simić,18.33333333333333,23.444444444444443,62.41111111111112,429.0,153.0,2.555555555555556,3.333333333333333,59.04444444444445,12.77777777777778,14.555555555555555,72.84444444444443,3.0,5.111111111111111,37.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0
Francesco Migliore,19.5,27.0,72.86666666666667,332.5,114.0,9.166666666666666,11.0,88.31666666666666,8.333333333333334,11.833333333333334,63.95000000000001,1.6666666666666667,2.833333333333333,67.78333333333333,0.0,0.0666666666666666,0.0666666666666666,0.5,1.1666666666666667,0.6666666666666666,0.3333333333333333,1.1666666666666667
Davide Di Gennaro,1.5,1.5,50.0,22.5,0.0,0.5,0.5,50.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Seung-woo,9.0,11.714285714285714,75.70714285714287,130.35714285714286,27.571428571428573,4.928571428571429,5.642857142857143,85.28571428571429,2.642857142857143,3.5,71.77857142857142,0.6428571428571429,1.0714285714285714,34.528571428571425,0.0,0.0071428571428571,0.0142857142857142,0.2142857142857142,0.8571428571428571,0.2142857142857142,0.0,0.7857142857142857
Senna Miangue,24.63636363636364,36.81818181818182,68.03636363636363,427.09090909090907,192.1818181818182,11.363636363636363,13.818181818181818,81.87272727272726,10.363636363636363,15.272727272727272,68.39090909090909,2.727272727272727,6.363636363636363,48.01818181818182,0.0909090909090909,0.1181818181818182,0.1363636363636363,1.0,1.5454545454545454,1.181818181818182,0.9090909090909092,2.090909090909091
Albano Bizzarri,22.375,34.15625,65.47187500000001,776.28125,595.75,1.8125,1.8125,81.25,8.15625,8.34375,97.8875,12.3125,23.84375,52.115625,0.0,0.0,0.0,0.03125,0.21875,0.0,0.0,0.0
Davide Biondini,13.285714285714286,16.0,79.22857142857143,242.28571428571428,62.71428571428572,5.571428571428571,6.0,75.71428571428571,6.714285714285714,7.571428571428571,76.31428571428572,1.0,2.142857142857143,44.285714285714285,0.0,0.0285714285714285,0.0,0.4285714285714285,1.1428571428571428,0.2857142857142857,0.1428571428571428,1.1428571428571428
Niccolò Giannetti,5.375,7.875,63.7,73.375,13.875,3.0,3.875,66.275,1.25,2.125,32.2875,0.375,0.625,25.0,0.0,0.0125,0.0125,0.125,0.25,0.125,0.125,0.25
Luca Vido,7.25,8.25,85.925,129.25,24.25,3.5,4.0,90.0,2.0,2.0,100.0,1.0,1.0,75.0,0.0,0.025,0.025,0.5,0.25,0.75,0.5,0.75
Enrico Bearzotti,22.0,29.5,70.68333333333335,383.8333333333333,173.5,9.333333333333334,10.5,77.53333333333333,10.5,12.666666666666666,77.2,1.6666666666666667,4.666666666666667,48.333333333333336,0.0,0.0,0.0,0.1666666666666666,1.8333333333333333,0.1666666666666666,0.1666666666666666,2.1666666666666665
Antonio Caracciolo,23.78787878787879,29.727272727272727,77.89393939393939,493.24242424242425,171.96969696969697,7.090909090909091,7.818181818181818,87.72424242424242,12.696969696969695,14.454545454545457,84.21515151515153,3.8181818181818175,6.606060606060606,55.13030303030303,0.0,0.0272727272727272,0.0121212121212121,0.1212121212121212,0.696969696969697,0.0303030303030303,0.0,0.7575757575757576
Petar Brlek,18.8,23.2,73.0,349.8,85.6,6.6,7.6,70.66,10.2,12.6,71.7,2.0,2.4,60.0,0.0,0.02,0.02,0.2,1.4,0.2,0.0,1.0
Isaac Cofie,20.83333333333333,26.08333333333333,79.30000000000001,371.4166666666667,121.91666666666669,9.166666666666666,10.75,81.98333333333333,9.583333333333334,11.166666666666666,81.62499999999999,1.8333333333333333,3.5,41.10833333333333,0.0,0.0,0.0083333333333333,0.0833333333333333,2.0,0.1666666666666666,0.0,2.1666666666666665
Samuel Bastien,18.761904761904763,22.904761904761905,76.56666666666668,293.95238095238096,56.76190476190476,9.333333333333334,10.761904761904765,81.62380952380953,6.9523809523809526,7.809523809523809,82.15238095238095,1.4761904761904765,2.2857142857142856,56.03333333333334,0.0,0.0095238095238095,0.0142857142857142,0.3333333333333333,1.238095238095238,0.1904761904761904,0.0952380952380952,0.8571428571428571
Cristiano Lombardi,15.176470588235292,21.41176470588235,70.81764705882352,238.64705882352945,59.0,8.058823529411764,9.647058823529411,84.82941176470588,4.529411764705882,6.117647058823529,72.84117647058825,1.5294117647058822,2.647058823529412,47.794117647058826,0.1176470588235294,0.1058823529411764,0.0647058823529411,0.9411764705882352,0.6470588235294118,0.6470588235294118,0.5294117647058824,0.7058823529411765
Samuel Armenteros,7.0,9.444444444444445,75.63333333333333,85.33333333333333,17.0,3.888888888888889,5.333333333333333,58.06666666666667,2.111111111111111,2.888888888888889,59.63333333333334,0.1111111111111111,0.2222222222222222,11.11111111111111,0.0,0.0,0.0222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444
Riad Bajić,2.6,3.8,71.34,47.6,14.4,1.0,1.8,60.0,1.4,1.4,80.0,0.2,0.2,20.0,0.0,0.04,0.02,0.4,0.6,0.2,0.0,0.6
Ivan Strinić,38.8235294117647,49.94117647058823,77.56470588235295,615.5882352941177,283.2352941176471,20.294117647058822,22.58823529411765,89.97058823529412,14.294117647058824,18.823529411764707,72.0764705882353,2.9411764705882355,6.0588235294117645,46.59411764705883,0.1176470588235294,0.0529411764705882,0.0529411764705882,0.2352941176470588,3.0,0.5294117647058824,0.2352941176470588,3.647058823529412
Samuel Gustafson,6.0,8.75,74.725,76.75,30.5,4.0,5.0,84.275,1.25,2.0,52.075,0.25,0.5,25.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Marco Fossati,34.11764705882353,41.64705882352941,79.34705882352942,650.5294117647059,198.1764705882353,14.117647058823527,15.411764705882351,86.33529411764708,13.764705882352942,15.941176470588236,82.43529411764705,5.117647058823529,8.0,62.0529411764706,0.0,0.0294117647058823,0.0294117647058823,0.3529411764705882,3.411764705882353,0.2941176470588235,0.0,2.7058823529411766
Aleksandar Tonev,8.625,14.875,45.1875,119.5,32.5,5.0,7.375,49.3,2.25,4.0,28.525,0.375,1.5,10.4125,0.0,0.0125,0.025,0.375,0.625,0.5,0.25,0.625
Bruno Petković,10.44,15.36,67.344,147.84,31.64,5.92,8.12,70.39200000000001,2.8,4.0,61.88799999999999,0.76,1.08,48.0,0.12,0.096,0.048,0.64,0.76,0.6,0.04,1.24
