Player,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog
Yangel Herrera,22.6875,30.598214285714285,72.86339285714287,356.55357142857144,116.59821428571428,11.714285714285714,14.410714285714286,78.99107142857143,8.455357142857142,10.928571428571429,75.61517857142857,1.5535714285714286,2.857142857142857,46.08660714285715,0.0625,0.0410714285714285,0.03125,0.4732142857142857,2.75,0.2857142857142857,0.0357142857142857,2.2142857142857144
Ramón Terrats,7.5,10.166666666666666,77.71666666666667,123.33333333333331,24.166666666666668,4.0,4.5,93.88333333333333,2.0,3.0,49.8,1.1666666666666667,1.5,55.56666666666666,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.1666666666666666
Aleix García,31.51315789473684,38.31578947368421,79.40789473684211,580.1052631578947,167.67105263157896,14.197368421052632,15.56578947368421,86.83815789473682,11.157894736842104,12.802631578947368,84.03421052631579,4.815789473684211,7.618421052631579,61.02236842105263,0.0657894736842105,0.1013157894736842,0.1052631578947368,1.1710526315789471,2.8552631578947367,0.3947368421052631,0.1184210526315789,2.236842105263158
Rodrigo Riquelme,10.857142857142858,16.0,62.9142857142857,147.0,43.71428571428572,6.785714285714286,8.285714285714286,71.13571428571429,3.071428571428572,4.857142857142857,54.87142857142857,0.5,1.5714285714285714,23.214285714285715,0.0,0.0214285714285714,0.0428571428571428,0.4285714285714285,1.2857142857142858,0.7857142857142857,0.2142857142857142,1.4285714285714286
Oscar Ureña,5.0,7.333333333333333,64.83333333333333,64.0,6.333333333333333,2.333333333333333,3.333333333333333,66.66666666666667,2.0,2.0,100.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
Samuel Sáiz,11.75,16.25,66.90625,207.8125,51.625,5.4375,7.0,70.01875,4.125,5.1875,69.51875,1.5625,2.3125,50.9375,0.0,0.03125,0.025,0.375,1.0,0.5,0.125,1.0625
Valentín Castellanos,8.642857142857142,13.0,64.76428571428572,115.71428571428572,26.071428571428573,5.0,6.785714285714286,74.00714285714285,2.357142857142857,3.7857142857142856,52.771428571428565,0.5714285714285714,0.7857142857142857,22.142857142857142,0.0,0.0499999999999999,0.0571428571428571,0.6428571428571429,0.7857142857142857,0.5,0.0714285714285714,1.0
Giorgi Mamardashvili,19.25,28.8125,66.39375,568.9375,431.0625,3.84375,3.90625,88.540625,8.59375,8.78125,97.415625,6.6875,15.8125,43.371875,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.0
Thierry Correia,32.09090909090909,43.54545454545455,71.55454545454545,551.8030303030303,195.8181818181818,15.727272727272728,18.181818181818183,84.02121212121213,12.272727272727272,16.060606060606062,76.16969696969697,3.333333333333333,6.484848484848484,45.89848484848485,0.0303030303030303,0.0378787878787878,0.0378787878787878,0.5454545454545454,2.3484848484848486,0.7121212121212122,0.3333333333333333,1.9090909090909087
Eray Cömert,34.31578947368421,39.68421052631579,72.22105263157896,723.7894736842105,249.6315789473684,9.63157894736842,10.63157894736842,77.20526315789475,19.473684210526315,20.789473684210527,78.11578947368422,4.789473684210527,7.105263157894737,57.26842105263159,0.0,0.0052631578947368,0.0,0.1578947368421052,1.894736842105263,0.0526315789473684,0.0,1.6842105263157894
Mouctar Diakhaby,28.60833333333333,34.141666666666666,78.7525,587.8916666666667,204.96666666666667,8.616666666666667,9.8,78.09583333333333,15.616666666666667,17.1,85.22166666666666,4.008333333333334,6.35,56.20333333333333,0.0083333333333333,0.0041666666666666,0.0016666666666666,0.075,1.6,0.025,0.0166666666666666,1.3833333333333333
Toni Lato,20.793650793650794,27.38095238095238,76.40476190476191,350.015873015873,125.25396825396824,10.031746031746032,11.492063492063492,76.30793650793649,8.73015873015873,10.88888888888889,75.82857142857144,1.6349206349206349,3.634920634920635,35.70793650793651,0.0317460317460317,0.0412698412698412,0.0285714285714285,0.4126984126984127,1.5396825396825398,0.2698412698412698,0.1111111111111111,1.1587301587301588
Jesus Vazquez,16.94736842105263,23.157894736842103,61.80526315789475,224.0,87.05263157894737,10.947368421052632,12.263157894736842,80.67894736842106,4.894736842105263,7.263157894736842,54.4421052631579,0.5789473684210527,1.3157894736842106,26.663157894736845,0.0,0.0052631578947368,0.031578947368421,0.3157894736842105,0.8947368421052632,0.2631578947368421,0.1052631578947368,0.8947368421052632
Yunus Musah,11.90277777777778,15.916666666666666,70.06527777777778,191.54166666666663,39.125,6.152777777777778,7.402777777777778,79.28888888888888,4.152777777777778,5.527777777777778,57.15555555555555,0.9722222222222222,1.4444444444444444,38.82083333333334,0.0277777777777777,0.0513888888888888,0.0305555555555555,0.3333333333333333,0.9166666666666666,0.3055555555555556,0.0972222222222222,0.875
Hugo Guillamón,36.6,43.373333333333335,82.98533333333336,734.5733333333334,240.92,12.853333333333332,14.506666666666666,86.15733333333334,17.2,19.17333333333333,88.93466666666666,5.613333333333333,7.906666666666666,70.59866666666666,0.0533333333333333,0.024,0.0186666666666666,0.44,3.453333333333333,0.36,0.0133333333333333,2.893333333333333
Carlos Soler,25.94578313253012,33.66265060240964,74.9987951807229,432.39156626506025,133.31927710843374,12.83132530120482,14.512048192771084,86.51987951807229,9.042168674698797,11.060240963855422,79.60843373493977,2.8313253012048194,5.475903614457831,47.64277108433735,0.144578313253012,0.1198795180722891,0.1138554216867469,1.1385542168674698,2.7349397590361444,0.8855421686746988,0.1566265060240964,2.6626506024096384
Maxi Gómez,10.89820359281437,16.353293413173652,66.29700598802394,168.14970059880238,29.75449101796407,6.041916167664671,8.2874251497006,71.74850299401197,3.25748502994012,4.790419161676646,67.27245508982035,0.8922155688622755,1.4431137724550898,43.517365269461074,0.0778443113772455,0.0712574850299401,0.0467065868263473,0.5988023952095808,0.934131736526946,0.2994011976047904,0.0538922155688622,0.9221556886227544
Samuel,27.642857142857142,35.92857142857143,76.32142857142857,367.1428571428572,75.92857142857143,17.071428571428573,19.071428571428573,88.1857142857143,8.071428571428571,10.5,77.37142857142858,0.7857142857142857,1.9285714285714288,32.135714285714286,0.0,0.0642857142857143,0.1,1.0,1.5,0.8571428571428571,0.2142857142857142,1.7857142857142858
Cristhian Mosquera,10.125,11.625,75.94999999999999,195.5,50.125,3.625,3.875,72.025,5.0,5.75,75.11250000000001,1.375,1.875,46.25,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.5
Hugo Duro,6.5,9.558823529411764,63.405882352941184,76.55882352941177,15.323529411764708,3.838235294117647,5.264705882352941,62.42205882352941,1.6323529411764706,2.323529411764706,58.98676470588235,0.1323529411764706,0.3382352941176471,9.558823529411764,0.0294117647058823,0.0323529411764705,0.0235294117647058,0.3529411764705882,0.3088235294117647,0.088235294117647,0.0,0.3088235294117647
Álex Remiro,25.5625,34.598214285714285,74.27142857142857,734.7053571428571,528.0446428571429,4.285714285714286,4.321428571428571,93.14642857142856,12.401785714285714,12.607142857142858,97.08571428571427,8.839285714285714,17.5,52.53482142857143,0.0,0.0,0.0,0.0089285714285714,0.4107142857142857,0.0,0.0,0.0178571428571428
Aritz Elustondo,37.96969696969697,45.95454545454545,79.61515151515152,719.4621212121212,254.41666666666663,13.765151515151516,15.598484848484848,86.00909090909092,20.08333333333333,22.810606060606062,83.53257575757576,3.659090909090909,6.303030303030303,52.71060606060607,0.0303030303030303,0.0174242424242424,0.0196969696969697,0.2121212121212121,2.4015151515151514,0.2424242424242424,0.1439393939393939,2.4318181818181817
Igor Zubeldia,37.4635761589404,43.36423841059602,84.19801324503312,723.5629139072847,205.88741721854305,12.543046357615896,14.066225165562914,85.09205298013245,20.37086092715232,22.00662251655629,88.72847682119205,4.086092715231788,6.052980132450331,61.29006622516556,0.0397350993377483,0.019205298013245,0.0132450331125827,0.1788079470198675,2.4172185430463577,0.1589403973509933,0.0463576158940397,2.1059602649006623
Robin Le Normand,47.55172413793103,54.41379310344828,85.21293103448275,926.9913793103448,280.2068965517241,14.870689655172416,16.405172413793103,87.96206896551726,27.25,29.58620689655172,89.70344827586209,4.896551724137931,7.181034482758621,64.68103448275863,0.0258620689655172,0.0189655172413793,0.0129310344827586,0.1551724137931034,2.112068965517241,0.1034482758620689,0.0086206896551724,2.3017241379310347
Aihen Muñoz,31.92957746478873,43.309859154929576,69.40563380281692,524.4647887323944,201.29577464788733,15.830985915492958,18.070422535211268,80.97042253521126,12.901408450704226,16.633802816901408,72.84084507042252,2.5492957746478875,6.126760563380282,38.13239436619718,0.0140845070422535,0.0225352112676056,0.0338028169014084,0.3380281690140845,1.8732394366197185,0.647887323943662,0.4366197183098591,1.4929577464788732
Martín Zubimendi,34.637362637362635,40.32967032967033,82.23076923076923,597.2747252747253,178.16483516483515,15.736263736263735,17.45054945054945,86.16263736263737,15.043956043956044,16.75824175824176,84.63516483516484,3.032967032967033,4.351648351648351,67.80549450549451,0.0329670329670329,0.0263736263736263,0.0197802197802197,0.3736263736263736,4.142857142857143,0.3406593406593406,0.0109890109890109,3.098901098901099
Brais Méndez,26.526946107784436,34.74850299401198,74.80958083832334,399.7844311377245,113.26946107784433,14.81437125748503,17.191616766467067,84.92814371257484,7.880239520958084,10.04191616766467,75.09461077844311,2.1497005988023954,3.946107784431138,49.02994011976048,0.1017964071856287,0.0832335329341317,0.0934131736526946,0.8562874251497006,2.568862275449102,0.8622754491017964,0.1257485029940119,2.44311377245509
Asier Illarramendi,49.13414634146341,57.170731707317074,85.5670731707317,863.9024390243902,282.0975609756098,21.54878048780488,23.414634146341463,91.6109756097561,21.682926829268293,24.26829268292683,88.8109756097561,4.829268292682927,7.109756097560975,66.24756097560976,0.073170731707317,0.0451219512195122,0.0548780487804878,0.6463414634146342,5.670731707317073,0.573170731707317,0.0853658536585365,4.536585365853658
Ander Barrenetxea,9.02777777777778,12.694444444444445,67.82916666666668,133.48611111111111,32.02777777777778,5.083333333333333,6.166666666666667,75.7125,3.083333333333333,4.222222222222222,62.22916666666666,0.4305555555555556,0.9305555555555556,21.06527777777778,0.0138888888888888,0.05,0.0375,0.5,0.5972222222222222,0.5,0.0694444444444444,0.9305555555555556
Jon Karrikaburu,1.8333333333333333,3.0,48.05,27.33333333333333,11.0,0.8333333333333334,1.1666666666666667,52.78333333333333,0.3333333333333333,0.6666666666666666,25.0,0.3333333333333333,0.5,33.333333333333336,0.0,0.0499999999999999,0.0166666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.6666666666666666
Mohamed Ali Cho,5.316666666666666,7.9,62.59833333333333,71.11666666666666,14.816666666666666,3.333333333333333,4.083333333333333,70.89666666666668,1.35,2.2,51.85666666666667,0.25,0.5666666666666667,20.555,0.05,0.065,0.0583333333333333,0.35,0.35,0.2833333333333333,0.1,0.45
Takefusa Kubo,12.61320754716981,18.08490566037736,67.90188679245283,173.4245283018868,54.33962264150944,7.462264150943396,9.037735849056604,80.7877358490566,3.707547169811321,5.122641509433962,63.31886792452831,0.6037735849056604,1.5660377358490567,27.60566037735849,0.0660377358490566,0.1047169811320754,0.0867924528301886,0.9150943396226416,0.8773584905660378,0.7641509433962265,0.1226415094339622,1.5660377358490567
Jeremías Ledesma,15.916666666666666,31.178571428571427,51.06785714285714,674.3214285714286,588.8690476190476,1.380952380952381,1.4047619047619049,63.095238095238095,4.261904761904762,4.476190476190476,76.2202380952381,10.202380952380953,25.011904761904763,41.31904761904762,0.0,0.0011904761904761,0.0,0.0357142857142857,1.261904761904762,0.0238095238095238,0.0,0.0119047619047619
Mamady Diarra,4.0,4.5,92.85,51.5,13.0,2.0,2.5,40.0,1.5,1.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseba Zaldúa,30.78030303030303,40.86363636363637,73.24090909090908,492.99242424242425,196.77272727272728,16.46212121212121,18.59090909090909,86.35606060606061,11.575757575757576,15.159090909090908,71.5848484848485,2.113636363636364,4.78030303030303,44.0469696969697,0.0378787878787878,0.0515151515151515,0.0598484848484848,0.4469696969696969,2.0,0.8257575757575758,0.4696969696969697,1.962121212121212
Luis Hernández,33.734375,43.640625,76.73593749999999,714.671875,311.28125,9.8125,10.96875,88.6140625,17.859375,20.671875,86.6265625,5.71875,10.84375,51.778125,0.015625,0.0125,0.01875,0.234375,2.46875,0.203125,0.078125,2.359375
Víctor Chust,28.18421052631579,33.63157894736842,80.03684210526316,587.921052631579,200.2894736842105,8.710526315789474,9.578947368421051,87.66315789473684,13.894736842105264,15.552631578947368,84.91315789473684,4.947368421052632,7.263157894736842,62.21315789473685,0.0,0.0,0.0,0.0263157894736842,1.6842105263157894,0.0263157894736842,0.0,1.3157894736842106
Alfonso Espino,25.10843373493976,40.18072289156626,61.60481927710844,445.6385542168675,209.6144578313253,11.36144578313253,13.759036144578314,81.69397590361446,9.987951807228916,14.89156626506024,65.9710843373494,2.8674698795180724,7.891566265060241,35.55180722891567,0.0963855421686747,0.0626506024096385,0.0626506024096385,0.7108433734939759,1.9156626506024097,0.7349397590361446,0.4698795180722891,2.0240963855421685
Awer Mabil,6.8,10.8,65.58,84.4,29.8,4.4,5.6,81.47999999999999,1.2,2.0,53.34,0.4,1.8,11.66,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.8
Alberto Perea,14.369565217391305,19.76086956521739,71.37173913043478,218.3913043478261,72.78260869565217,7.8478260869565215,8.934782608695652,86.80217391304348,4.652173913043479,6.391304347826087,64.85217391304347,1.1521739130434785,2.4782608695652173,37.2804347826087,0.0869565217391304,0.0717391304347826,0.0543478260869565,0.5434782608695652,1.391304347826087,0.5,0.2826086956521739,1.673913043478261
Fali,16.914285714285715,23.257142857142856,66.22714285714284,367.04285714285714,127.5,4.6571428571428575,5.628571428571429,78.12142857142858,8.885714285714286,10.642857142857142,74.89428571428572,3.071428571428572,6.328571428571428,44.66714285714286,0.0285714285714285,0.0271428571428571,0.0242857142857142,0.2428571428571428,1.5,0.2285714285714285,0.0714285714285714,1.4857142857142858
Tomás Alarcón,17.62962962962963,24.703703703703702,71.64074074074072,357.962962962963,109.88888888888889,6.925925925925926,8.333333333333334,80.85925925925925,6.148148148148148,8.11111111111111,70.93703703703703,3.7777777777777777,6.222222222222222,59.22962962962962,0.037037037037037,0.0481481481481481,0.0481481481481481,0.5925925925925926,1.9259259259259256,0.2962962962962963,0.1481481481481481,1.6296296296296295
José Mari,13.651162790697674,18.53488372093023,73.67441860465117,279.48837209302326,86.06976744186046,4.813953488372093,6.069767441860465,76.43488372093024,5.72093023255814,6.837209302325581,78.12325581395348,2.6511627906976742,4.418604651162791,53.97209302325581,0.0,0.0162790697674418,0.0023255813953488,0.3255813953488372,1.8604651162790695,0.0930232558139534,0.0,1.2325581395348837
Iván Alejo,7.775,14.0,51.39625,119.35,39.7,4.5,5.9875,69.72125000000001,2.1875,3.7625,53.3,0.7,2.425,21.97,0.0875,0.08125,0.075,0.7,0.5125,0.875,0.7375,0.625
Santiago Arzamendia,9.61111111111111,14.944444444444445,62.9388888888889,146.55555555555554,51.5,5.333333333333333,6.5,78.1277777777778,2.9444444444444446,3.9444444444444446,64.48888888888888,0.7222222222222222,2.7777777777777777,31.40555555555555,0.0,0.0277777777777777,0.0166666666666666,0.2777777777777778,0.5555555555555556,0.3888888888888889,0.1666666666666666,0.5
Álvaro Negredo,8.873417721518987,15.443037974683543,58.30759493670886,141.74683544303798,30.417721518987346,4.6835443037974684,7.177215189873418,63.99240506329114,2.481012658227848,4.177215189873418,55.64556962025316,0.9746835443037974,1.759493670886076,45.106329113924055,0.0886075949367088,0.0962025316455696,0.0683544303797468,0.5822784810126582,0.8860759493670886,0.3037974683544304,0.0379746835443038,0.9113924050632912
Anthony Lozano,5.962264150943396,9.59433962264151,62.221698113207545,78.83962264150944,20.87735849056604,3.669811320754717,4.89622641509434,67.91415094339622,1.5754716981132075,2.556603773584906,55.93867924528302,0.2264150943396226,0.6792452830188679,17.451886792452832,0.0283018867924528,0.0283018867924528,0.030188679245283,0.330188679245283,0.5471698113207547,0.2358490566037736,0.0566037735849056,0.6037735849056604
Stole Dimitrievski,18.46153846153846,30.384615384615383,61.580000000000005,597.3846153846154,475.8307692307693,2.4153846153846152,2.4461538461538463,86.7953846153846,8.092307692307692,8.292307692307693,95.35230769230768,7.892307692307693,19.384615384615383,42.52923076923077,0.0,0.0,0.0,0.0,0.5230769230769231,0.0153846153846153,0.0,0.0
Iván Balliu,39.25675675675676,51.58108108108108,76.36081081081082,682.4054054054054,301.8918918918919,18.83783783783784,20.93243243243243,89.64999999999999,15.85135135135135,20.16216216216216,78.75135135135136,3.864864864864865,7.77027027027027,48.99864864864865,0.0405405405405405,0.0797297297297297,0.0986486486486486,0.945945945945946,3.608108108108108,1.027027027027027,0.5405405405405406,3.283783783783784
Catena,40.73076923076923,49.98076923076923,80.59038461538461,951.8269230769232,393.8076923076923,9.98076923076923,11.365384615384617,86.92692307692307,21.26923076923077,23.5,89.97307692307693,9.038461538461538,13.75,64.89230769230768,0.0576923076923076,0.0288461538461538,0.0153846153846153,0.1923076923076923,2.6153846153846154,0.0576923076923076,0.0,2.173076923076923
Francisco Garcia,40.833333333333336,51.91666666666666,77.63541666666667,664.2291666666666,220.79166666666663,20.479166666666668,22.52083333333333,90.2375,16.375,20.20833333333333,79.52916666666667,2.875,6.145833333333333,47.71875,0.0416666666666666,0.0520833333333333,0.05,0.875,3.0416666666666665,0.9583333333333334,0.6458333333333334,2.6041666666666665
Óscar Valentín,30.632653061224488,36.61224489795919,83.84693877551021,560.6734693877551,175.57142857142858,13.16326530612245,14.46938775510204,91.06122448979592,12.979591836734691,14.816326530612244,87.81224489795919,3.795918367346939,5.571428571428571,64.91224489795918,0.0,0.0326530612244897,0.0244897959183673,0.5102040816326531,3.836734693877551,0.2653061224489796,0.0204081632653061,3.020408163265306
Unai López,31.57575757575757,38.17171717171717,80.58585858585859,600.4040404040404,143.94949494949495,13.424242424242424,14.616161616161616,89.65353535353536,11.666666666666666,13.282828282828282,84.6,5.151515151515151,7.9393939393939394,58.1868686868687,0.0606060606060606,0.0767676767676767,0.0737373737373737,0.8787878787878788,3.1818181818181817,0.6161616161616161,0.1818181818181818,2.2222222222222223
Pathé Ciss,16.772727272727273,19.954545454545453,82.95227272727271,325.54545454545456,91.79545454545456,6.590909090909091,7.386363636363637,87.27272727272727,7.477272727272727,8.477272727272727,86.625,2.386363636363636,3.1818181818181817,58.79772727272727,0.0227272727272727,0.0113636363636363,0.0045454545454545,0.1363636363636363,1.9772727272727275,0.0909090909090909,0.0,1.5227272727272727
José Pozo,16.875,20.925,79.44000000000001,246.675,70.225,9.175,10.35,87.58,5.925,7.1,74.375,0.725,1.575,40.9775,0.0,0.06,0.06,0.875,2.05,0.9,0.075,2.125
Óscar Trejo,25.485714285714284,33.24285714285714,75.14857142857143,368.6714285714286,112.28571428571428,14.971428571428572,17.228571428571428,86.64999999999999,7.514285714285714,9.642857142857142,71.99571428571427,1.7142857142857142,3.657142857142857,39.080000000000005,0.2142857142857142,0.1614285714285714,0.1142857142857142,1.5285714285714285,2.942857142857143,0.6857142857142857,0.1,2.7
Salvi,9.59016393442623,17.21311475409836,52.8622950819672,137.2622950819672,51.459016393442624,5.459016393442623,7.098360655737705,70.89016393442623,2.6557377049180326,4.80327868852459,50.583606557377045,0.6885245901639344,2.6065573770491803,22.568852459016394,0.0163934426229508,0.0524590163934426,0.0475409836065573,0.4590163934426229,0.4918032786885246,0.639344262295082,0.4098360655737705,0.7377049180327869
Isaac Palazón Camacho,21.106382978723403,29.4468085106383,71.8,355.5744680851064,94.59574468085108,10.680851063829786,12.76595744680851,82.6148936170213,7.23404255319149,9.53191489361702,77.51702127659574,2.404255319148936,4.914893617021277,47.45744680851064,0.1489361702127659,0.125531914893617,0.0936170212765957,1.0851063829787233,2.234042553191489,0.8723404255319149,0.1063829787234042,2.127659574468085
Álvaro García,14.035714285714286,22.654761904761905,60.459523809523816,220.58333333333331,70.73809523809524,7.488095238095238,9.726190476190476,74.88214285714287,4.535714285714286,7.285714285714286,56.26190476190475,1.261904761904762,3.25,32.21071428571428,0.0833333333333333,0.1130952380952381,0.1333333333333333,0.9047619047619048,0.7261904761904762,1.0357142857142858,0.5476190476190477,1.369047619047619
Radamel Falcao,12.387096774193548,16.13978494623656,77.06989247311827,153.78494623655914,21.18279569892473,7.978494623655914,9.774193548387096,78.66989247311827,2.989247311827957,3.817204301075269,70.23978494623655,0.4086021505376344,0.6666666666666666,26.97204301075269,0.064516129032258,0.0483870967741935,0.0279569892473118,0.4301075268817204,0.8924731182795699,0.1505376344086021,0.032258064516129,0.5376344086021505
Sergio Camello,9.294117647058824,11.647058823529411,74.87058823529412,133.05882352941177,14.352941176470589,5.176470588235294,5.941176470588236,77.68235294117646,3.0588235294117645,3.941176470588236,74.54705882352941,0.4117647058823529,0.6470588235294118,27.94117647058824,0.1176470588235294,0.0823529411764705,0.0235294117647058,0.8235294117647058,0.2352941176470588,0.2941176470588235,0.0,0.4117647058823529
Marc-André ter Stegen,30.47872340425532,35.420212765957444,86.79308510638297,758.7393617021277,530.8031914893617,5.99468085106383,6.026595744680851,97.9686170212766,16.00531914893617,16.356382978723403,97.9308510638298,8.367021276595745,12.856382978723405,67.88351063829786,0.0106382978723404,0.0047872340425531,0.001063829787234,0.026595744680851,0.1702127659574468,0.0106382978723404,0.0,0.0159574468085106
Ronald Araújo,45.04545454545455,49.90909090909091,88.33181818181819,836.4545454545455,248.6060606060606,16.196969696969695,17.136363636363637,90.2560606060606,24.60606060606061,26.09090909090909,91.8878787878788,3.8181818181818175,5.818181818181818,59.75454545454546,0.0151515151515151,0.0242424242424242,0.009090909090909,0.1818181818181818,2.5454545454545454,0.0757575757575757,0.0454545454545454,1.7878787878787878
Sergi Roberto,53.26229508196721,59.22950819672131,89.58852459016394,742.4098360655738,185.4508196721312,32.131147540983605,34.122950819672134,94.59016393442624,16.34426229508197,17.983606557377048,88.80901639344263,2.30327868852459,3.0737704918032787,62.68196721311475,0.1557377049180328,0.1049180327868852,0.1049180327868852,0.7950819672131147,3.3688524590163933,1.0081967213114753,0.1639344262295081,2.6311475409836067
Jordi Alba,68.17543859649123,80.27485380116958,84.4514619883041,989.502923976608,310.62573099415204,40.4093567251462,43.78947368421053,91.7450292397661,21.60233918128655,25.32748538011696,84.91052631578947,3.584795321637427,5.83625730994152,60.20233918128654,0.2163742690058479,0.1953216374269006,0.2005847953216374,1.4269005847953216,4.695906432748538,1.7309941520467835,0.3684210526315789,4.871345029239766
Frenkie de Jong,56.42342342342342,62.18018018018018,90.41081081081084,853.1621621621622,232.2882882882883,30.90990990990991,32.972972972972975,93.69909909909909,19.37837837837838,20.8018018018018,92.45675675675676,3.5225225225225225,4.171171171171171,84.38108108108108,0.09009009009009,0.1288288288288288,0.127027027027027,1.2162162162162162,5.8108108108108105,0.945945945945946,0.054054054054054,4.009009009009009
Gavi,30.6875,35.520833333333336,85.34166666666665,421.2916666666667,75.41666666666667,18.854166666666668,20.0,94.42291666666668,8.520833333333334,9.875,87.17291666666667,1.5833333333333333,2.458333333333333,48.40208333333334,0.125,0.0895833333333333,0.1125,0.7708333333333334,2.958333333333333,0.8125,0.1666666666666666,1.6875
Sergio Busquets,65.5464480874317,73.29508196721312,89.124043715847,1103.0710382513662,335.90710382513663,29.60655737704918,32.10928961748634,91.80601092896175,26.81967213114754,29.174863387978142,92.1409836065574,6.202185792349726,7.612021857923497,79.1431693989071,0.0710382513661202,0.0688524590163934,0.0688524590163934,0.7158469945355191,7.1530054644808745,0.6338797814207651,0.0109289617486338,5.131147540983607
Pedri,42.41269841269841,48.55555555555556,86.4952380952381,687.2857142857143,139.14285714285714,21.77777777777778,23.58730158730159,91.87301587301586,14.698412698412698,16.523809523809526,87.56984126984125,4.015873015873016,4.888888888888889,73.93809523809524,0.0634920634920634,0.1063492063492063,0.1349206349206348,1.1428571428571428,4.015873015873016,1.238095238095238,0.0317460317460317,3.380952380952381
Ansu Fati,16.745454545454546,20.12727272727273,81.33090909090909,181.61818181818185,30.163636363636364,11.854545454545455,13.127272727272729,87.0018181818182,2.6,3.363636363636364,67.45636363636363,0.3090909090909091,0.4909090909090909,24.241818181818186,0.0727272727272727,0.0981818181818181,0.0745454545454545,0.6363636363636364,0.4545454545454545,0.5272727272727272,0.0363636363636363,0.7454545454545455
Ousmane Dembélé,27.46551724137931,35.62931034482759,76.1189655172414,410.2672413793104,89.52586206896552,15.974137931034482,18.17241379310345,85.59310344827587,8.25,10.81896551724138,74.02155172413795,2.0172413793103448,3.543103448275862,48.263793103448286,0.2758620689655172,0.2189655172413793,0.2198275862068965,1.6810344827586208,1.5517241379310345,1.612068965517241,0.3275862068965517,2.3017241379310347
Robert Lewandowski,16.214285714285715,21.0,76.64285714285715,227.2142857142857,48.5,9.714285714285714,11.285714285714286,85.17142857142858,4.5,5.857142857142857,75.39285714285714,0.8571428571428571,1.2857142857142858,48.81428571428571,0.2857142857142857,0.1642857142857143,0.15,1.0714285714285714,1.3571428571428572,1.1428571428571428,0.1428571428571428,1.8571428571428568
Gerónimo Rulli,31.047619047619047,39.84126984126984,78.26349206349205,857.3571428571429,587.6190476190476,4.76984126984127,4.825396825396825,92.84920634920636,16.214285714285715,16.484126984126984,98.2531746031746,9.96031746031746,18.26984126984127,57.96746031746032,0.0,0.0,0.0,0.0158730158730158,0.3174603174603174,0.0158730158730158,0.0,0.0396825396825396
Aïssa Mandi,56.43333333333333,61.82666666666667,90.09,1058.1133333333332,389.74,22.133333333333333,23.52,92.90133333333334,27.30666666666667,29.0,93.20266666666669,6.173333333333333,7.786666666666667,77.85866666666666,0.0133333333333333,0.0233333333333333,0.018,0.22,3.3666666666666667,0.1266666666666666,0.0266666666666666,2.2066666666666666
Pau Torres,51.60869565217392,60.03478260869565,84.62869565217392,1058.104347826087,364.6869565217392,16.704347826086956,18.234782608695653,89.76347826086955,26.678260869565214,28.904347826086955,91.08260869565216,7.565217391304348,11.37391304347826,65.7313043478261,0.0347826086956521,0.0417391304347826,0.0226086956521739,0.3043478260869565,3.965217391304348,0.1304347826086956,0.0,3.1913043478260867
Alfonso Pedraza,23.8,32.78064516129032,69.9483870967742,358.0258064516129,121.23870967741937,13.458064516129031,15.741935483870968,82.41741935483871,8.36774193548387,10.890322580645162,71.94064516129033,1.238709677419355,2.9806451612903224,34.62967741935484,0.0967741935483871,0.112258064516129,0.0935483870967742,0.7870967741935484,1.167741935483871,0.8129032258064516,0.4258064516129032,1.6709677419354838
Alex Baena,10.15,13.35,74.12,158.6,37.25,4.95,5.75,80.485,4.05,4.9,76.96,0.65,1.1,26.335,0.0,0.075,0.03,0.65,1.1,0.45,0.0,1.3
Yeremi Pino,12.308823529411764,15.882352941176473,76.83970588235293,165.30882352941177,36.23529411764706,7.529411764705882,8.823529411764707,85.54264705882352,3.602941176470588,4.470588235294118,71.00147058823529,0.5,0.7794117647058824,36.64264705882353,0.0735294117647058,0.0941176470588235,0.0691176470588235,0.6323529411764706,0.3970588235294117,0.6323529411764706,0.0588235294117647,1.1911764705882353
Daniel Parejo,58.8563829787234,70.50531914893617,83.20904255319148,1117.845744680851,405.5372340425532,24.79255319148936,27.079787234042552,91.19893617021278,23.72872340425532,26.8031914893617,88.38936170212764,8.845744680851064,13.22340425531915,66.74202127659575,0.175531914893617,0.175,0.1813829787234042,1.797872340425532,7.558510638297872,1.0957446808510638,0.1648936170212765,6.388297872340425
